3.11	1.94
3.21	1.88
3.28	1.83
3.36	1.77
3.41	1.77
3.47	1.77
3.52	1.71
3.58	1.55
3.66	1.34
3.74	1.09
3.8	0.84
3.86	0.5
3.93	0.26
4	-0.02
4.07	-0.16
4.11	-0.21
4.12	-0.26
4.11	-0.26
4.07	-0.26
4.02	-0.21
3.92	-0.11
3.85	-0.02
3.8	-0.02
3.73	0.03
3.64	0.22
3.56	0.32
3.47	0.41
3.4	0.46
3.32	0.42
3.25	0.42
3.2	0.42
3.14	0.42
3.09	0.38
3.04	0.42
2.97	0.43
2.92	0.43
2.85	0.43
2.78	0.43
2.73	0.43
2.66	0.44
2.61	0.44
2.56	0.58
2.52	0.73
2.47	0.93
2.42	1.03
2.4	1.08
2.36	0.98
2.34	0.98
2.32	0.98
2.31	0.88
2.32	0.74
2.32	0.78
2.33	0.69
2.34	0.78
2.34	0.78
2.33	0.64
2.35	0.59
2.37	0.54
2.43	0.64
2.49	0.64
2.55	0.73
2.61	0.83
2.66	0.87
2.71	0.92
2.77	0.82
2.83	0.77
2.88	0.72
2.94	0.67
3.02	0.48
3.08	0.57
3.14	0.47
3.25	0.61
3.34	0.71
3.42	0.9
3.49	1
3.55	1.14
3.62	1.29
3.69	1.34
3.76	1.44
3.82	1.54
3.89	1.49
3.96	1.39
4.03	1.33
4.11	1.33
4.21	1.33
4.3	1.42
4.38	1.53
4.43	1.63
4.49	1.68
4.53	1.78
4.6	1.89
4.66	1.89
4.7	1.99
4.75	2.04
4.8	1.83
4.88	1.82
4.93	1.82
4.99	1.82
5.03	1.87
5.07	1.93
5.12	1.98
5.17	2.09
5.23	2.19
5.27	2.25
5.31	2.36
5.35	2.41
5.41	2.46
5.45	2.52
5.48	2.46
5.52	2.41
5.56	2.4
5.59	2.35
5.63	2.35
5.63	2.35
5.66	2.51
5.73	2.46
5.81	2.51
5.87	2.62
5.91	2.68
6.02	2.79
6.06	2.9
6.1	3.2
6.13	3.25
6.18	3.37
6.27	3.8
6.22	3.13
6.26	3.25
6.29	3.31
6.27	3.13
6.28	2.96
6.28	2.96
6.26	2.96
6.24	2.96
6.23	3.02
6.23	3.07
6.28	2.95
6.3	2.95
6.3	2.95
6.32	2.95
6.33	2.9
6.35	2.84
6.33	2.66
6.34	2.55
6.37	2.38
6.44	1.88
6.47	1.83
6.52	1.77
6.57	1.67
6.6	1.56
6.62	1.45
6.65	1.4
6.69	1.45
6.72	1.51
6.75	1.66
6.79	1.71
6.82	1.77
6.83	1.71
6.85	1.66
6.88	1.61
6.88	1.5
6.87	1.24
6.87	0.99
6.88	0.74
6.9	0.59
6.92	0.45
6.95	0.45
6.96	0.54
6.94	0.64
6.95	0.79
6.96	0.84
6.96	0.84
6.96	0.84
6.93	0.74
6.91	0.69
6.88	0.74
6.82	0.75
6.8	0.89
6.79	0.95
6.77	0.95
6.78	1
6.75	0.9
6.72	0.75
6.69	0.7
6.68	0.7
6.68	0.7
6.66	0.7
6.64	0.71
6.66	0.71
6.68	0.71
6.66	0.71
6.69	1.36
6.64	1.26
6.6	1.06
6.57	0.86
6.53	0.71
6.52	0.71
6.46	0.72
6.39	0.72
6.32	0.72
6.27	0.72
6.2	0.73
6.13	0.73
6.07	0.93
6.03	1.08
5.99	1.29
5.96	1.39
5.94	1.44
5.88	0.74
5.83	1.34
5.79	1.24
5.75	1.24
5.7	1.3
5.65	1.4
5.62	1.51
5.55	1.56
5.49	1.56
5.44	1.56
5.38	1.46
5.3	1.36
5.24	1.21
5.17	1.16
5.12	1.21
5.03	1.32
4.98	1.42
4.91	1.58
4.85	1.43
4.82	1.53
4.78	1.53
4.74	1.53
4.71	1.48
4.67	1.43
4.61	1.33
4.57	1.23
4.5	1.23
4.48	1.03
4.43	1.18
4.39	1.24
4.38	1.39
4.36	1.49
4.34	1.65
4.34	1.76
4.34	1.81
4.34	1.86
4.32	1.81
4.32	1.76
4.32	1.71
4.32	1.71
4.32	1.71
4.49	1.7
4.51	1.91
4.51	2.07
4.53	2.18
4.55	2.35
4.55	2.4
4.57	2.51
4.57	2.63
4.6	2.74
4.62	2.8
4.62	2.86
4.66	2.91
4.67	2.91
4.67	2.91
4.67	2.85
4.67	2.91
4.66	2.91
4.66	2.97
4.64	2.97
4.62	2.97
4.6	2.97
4.58	3.03
4.56	3.09
4.54	3.15
4.5	3.15
4.49	3.27
4.47	3.39
4.47	3.57
4.45	3.57
4.45	3.57
4.43	3.57
4.43	3.64
4.43	3.58
4.41	3.58
4.39	3.64
4.39	3.58
4.39	3.58
4.39	3.58
4.41	3.46
4.19	3.58
4.19	3.64
4.19	3.64
4.19	3.64
4.19	3.77
4.21	3.64
4.23	3.52
4.25	3.4
4.27	3.16
4.31	3.04
4.33	2.93
4.36	2.87
4.36	2.81
4.38	2.75
4.4	2.81
4.4	2.92
4.4	3.04
4.4	3.1
4.42	3.04
4.44	2.92
4.44	2.69
4.48	2.52
4.47	2.3
4.47	2.08
4.47	2.03
4.43	2.03
4.38	2.08
4.3	2.19
4.25	2.25
4.17	2.36
4.17	2.25
4.13	2.25
4.08	2.2
4	2.15
3.95	2.1
3.87	2.04
3.8	2.27
3.95	2.1
3.91	2.1
3.86	2.05
3.8	1.99
3.77	1.89
3.71	1.84
3.64	1.84
3.58	1.79
3.52	1.95
3.49	2.01
3.43	2.06
3.39	2.06
3.36	2.06
3.34	2.06
3.32	2.07
3.3	2.12
3.3	2.12
3.3	2.12
3.3	2.01
3.3	1.96
3.29	1.85
3.34	1.96
3.25	1.85
3.25	1.85
3.27	1.85
3.31	1.85
3.33	1.74
3.38	1.74
3.42	1.74
3.48	1.74
3.51	1.69
3.55	1.63
3.59	1.68
3.6	1.73
3.64	1.73
3.66	1.68
3.7	1.52
3.74	1.47
3.77	1.47
3.81	1.47
3.84	1.52
3.86	1.62
3.9	1.67
3.91	1.72
3.93	1.72
3.95	1.67
3.99	1.56
4.01	1.41
4.03	1.25
4.03	1.1
4.01	1.1
3.96	1.2
3.92	1.31
3.88	1.46
3.86	1.57
3.84	1.67
3.82	1.67
3.8	1.73
3.78	1.68
3.75	1.62
3.71	1.63
3.67	1.73
3.63	1.84
3.6	1.84
3.56	1.9
3.54	1.32
3.54	1.42
3.52	1.42
3.53	1.48
3.52	1.48
3.52	1.48
3.5	1.37
3.49	1.27
3.49	1.22
3.49	1.17
3.51	1.12
3.57	0.92
3.57	0.92
3.57	0.92
3.57	0.92
3.47	1.12
3.45	1.22
3.43	1.27
3.43	1.27
3.43	1.27
3.43	1.27
3.43	1.32
3.43	1.32
3.43	1.27
3.43	1.27
3.43	1.22
3.43	1.22
3.43	1.23
3.45	1.17
3.45	1.17
3.49	1.12
3.51	1.17
3.54	1.17
3.56	1.22
3.59	1.27
3.63	1.32
3.66	1.37
3.68	1.32
3.72	1.22
3.76	1.11
3.8	1.01
3.83	1.01
3.87	1.01
3.92	0.91
3.97	0.91
4.01	0.86
4.03	0.91
4.05	0.95
4.06	1.05
4.08	1.1
4.08	1.05
4.1	1.05
4.12	0.9
4.12	0.76
4.14	0.61
4.14	0.37
4.14	0.23
4.1	0.23
4.04	0.28
3.97	0.38
3.88	0.47
3.79	0.48
3.7	0.43
3.62	0.39
3.51	0.39
3.41	0.4
3.31	0.4
3.2	0.4
3.08	0.41
2.92	0.41
2.79	0.41
2.69	0.8
2.58	0.95
2.47	1
2.35	1.11
2.23	1.11
2.1	1.11
1.97	1.07
1.86	1.07
1.75	0.93
1.56	1.59
1.45	1.75
1.42	1.24
1.33	1.24
1.24	1.24
1.15	1.35
1.11	0.95
1.05	0.9
1.01	0.81
0.99	0.86
0.96	0.91
0.96	1.05
0.99	1.1
1.04	1.1
1.1	1.05
1.15	1.1
1.2	1
1.24	1.04
1.33	1.09
1.43	1.09
1.53	0.99
1.64	0.93
1.72	1.18
1.84	1.13
1.91	1.07
2.01	1.12
2.09	1.22
2.21	1.26
2.34	1.31
2.47	1.25
2.59	1.25
2.68	1.25
2.77	1.19
2.86	1.29
2.94	1.34
3.04	1.24
3.13	1.23
3.22	1.13
3.32	0.98
3.41	0.82
3.51	0.63
3.61	0.58
3.72	0.62
3.84	0.62
3.93	0.61
4	0.71
4.06	0.9
4.1	0.9
4.14	0.9
4.19	0.95
4.24	1.04
4.3	1.04
4.33	0.89
4.38	0.79
4.44	0.74
4.49	0.74
4.54	0.74
4.58	0.54
4.63	0.59
4.68	0.59
4.75	0.63
4.83	0.68
4.9	0.92
4.94	0.92
4.94	0.92
4.94	0.97
4.96	0.92
4.96	0.92
4.99	0.82
5.01	0.82
5.08	0.82
5.09	0.77
5.09	0.77
5.1	0.53
5.1	0.43
5.05	0.48
5.02	0.53
4.98	0.53
4.95	0.53
4.91	0.53
4.88	0.54
4.88	0.54
4.87	0.54
4.87	0.53
4.86	0.54
4.87	0.53
4.86	0.54
4.86	0.54
4.82	0.54
4.8	0.54
4.79	0.54
4.77	0.54
4.77	0.53
4.75	0.53
4.66	0.54
4.61	0.49
4.58	0.54
4.54	0.54
4.54	0.54
4.52	0.54
4.51	0.54
4.49	0.54
4.49	0.54
4.49	0.53
4.49	0.49
4.47	0.53
4.48	-0.21
4.46	-0.25
4.4	-0.39
4.29	-0.43
4.18	-0.2
4.09	-0.2
4.02	-0.2
3.95	-0.15
3.87	-0.15
3.8	-0.1
3.72	-0.09
3.6	-0.09
3.46	-0.09
3.56	0
3.49	0.05
3.4	0.05
3.32	0.05
3.23	0.05
3.13	0.06
3.03	0.01
2.91	0.02
2.81	0.02
2.69	0.03
2.59	0.03
2.5	0.04
2.43	0.04
2.37	0.04
2.3	0.04
2.23	0.04
2.16	0.05
2.08	0.05
2.01	0.05
1.94	0.05
1.97	-0.22
1.94	-0.27
1.93	-0.22
1.94	-0.13
1.98	-0.04
2.02	0.09
2.08	0.18
2.13	0.18
2.19	0.18
2.25	0.17
2.31	0.17
2.37	0.17
2.44	0.17
2.51	0.16
2.6	0.16
2.67	0.16
2.73	0.16
2.82	0.16
2.89	0.11
2.99	0.11
3.08	0.15
3.18	0.19
3.3	0.19
3.42	0.18
3.52	0.18
3.59	0.75
3.68	0.84
3.75	0.89
3.84	0.88
3.93	0.78
4	0.68
4.09	0.58
4.18	0.39
4.25	0.2
4.31	-0.13
4.4	0.34
4.42	0.33
4.42	0.33
4.35	0.34
4.26	0.34
4.21	0.34
4.14	0.34
3.95	0.83
3.84	1.03
3.75	1.13
3.66	1.24
3.57	1.34
3.48	1.4
3.39	1.45
3.3	1.3
3.23	1.2
3.13	1.1
3.05	0.91
2.93	0.86
2.81	0.82
2.65	0.82
2.53	0.83
2.42	0.83
2.3	0.98
2.21	1.09
2.11	1.19
2.03	1.29
