time,ax,ay,az,atotal,Resultante
4.709194183,0.09,0.09,-0.19,0.22,0.069282032
4.718976021,0.05,0.13,-0.23,0.26,0.082462113
4.72859621,0.11,0.09,-0.19,0.23,0.108166538
4.738697052,0.13,0.01,-0.12,0.17,0.111803399
4.749325037,0.09,-0.09,-0.09,0.15,0.091104336
4.758996964,0.1,-0.1,0,0.14,0.103440804
4.768599987,0.09,-0.05,0.09,0.13,0.050990195
4.799040079,0.12,-0.04,0.05,0.13,0.098994949
4.800469875,0.13,0,-0.04,0.13,0.1396424
4.80154109,0.08,0.07,-0.15,0.18,0.073484692
4.809997082,0.03,0.12,-0.13,0.17,0.086023253
4.818408966,0,0.16,-0.06,0.17,0.09486833
4.828658104,0.07,0.11,-0.1,0.16,0.12083046
4.83800602,0.04,0,-0.06,0.07,0.125698051
4.848315001,0.07,-0.1,0.01,0.12,0.115758369
4.858741045,0.05,-0.19,0.08,0.21,0.067082039
4.867987156,-0.01,-0.22,0.08,0.23,0.083666003
4.897797108,-0.06,-0.25,0.02,0.25,0.220454077
4.899708033,-0.03,-0.19,-0.19,0.27,0.18547237
4.900928974,-0.05,-0.01,-0.15,0.15,0.103440804
4.908683062,-0.04,0.04,-0.06,0.08,0.828733974
4.917356968,-0.32,0.04,-0.84,0.89,1.151347037
4.927790165,-0.24,0.18,0.3,0.42,0.513614642
4.937745094,0.21,0,0.13,0.24,0.111803399
4.947619915,0.1,0,0.15,0.18,0.122474487
4.958034039,0,0.01,0.08,0.08,0.134164079
4.967489004,0,-0.05,-0.04,0.06,0.357910603
4.995848179,0.08,0.11,0.27,0.3,0.217715411
4.997622967,-0.03,0.03,0.1,0.1,0.200748599
4.998784065,0,-0.12,-0.03,0.12,0.082462113
5.009370089,0.02,-0.12,-0.11,0.16,0.164012195
