time;gFx;gFy;gFz;TgF
2,528562;-0,0215;0,1231;0,9999;1,008
2,532496;0,0047;0,0921;0,9685;0,973
2,545572;-0,0020;0,0993;0,9808;0,986
2,546305;-0,0106;0,1181;0,9960;1,003
2,547959;-0,0248;0,1259;1,0007;1,009
2,548448;-0,0357;0,1224;1,0075;1,016
2,559323;0,0053;0,0861;0,9786;0,982
2,559987;-0,0411;0,0890;1,0057;1,011
2,560385;-0,1189;0,1259;1,0079;1,023
2,567867;-0,1422;0,1729;0,9777;1,003
2,583780;-0,1170;0,1859;0,9774;1,002
2,584238;-0,0868;0,1566;0,9969;1,013
2,584460;-0,0623;0,1134;0,9984;1,007
2,584662;-0,0470;0,0896;0,9780;0,983
2,584855;-0,0525;0,0802;0,9616;0,966
2,600946;-0,0678;0,0984;0,9649;0,972
2,601473;-0,0616;0,1356;0,9762;0,988
2,601702;-0,0368;0,1697;0,9786;0,994
2,601904;-0,0168;0,1830;0,9632;0,981
2,617514;-0,0072;0,1689;0,9426;0,958
2,619556;-0,0076;0,1394;0,9249;0,935
2,620058;-0,0135;0,1039;0,9116;0,918
2,620329;-0,0141;0,0819;0,9142;0,918
2,620534;-0,0075;0,0773;0,9216;0,925
2,633300;0,0063;0,0826;0,9297;0,933
2,634022;0,0202;0,0955;0,9344;0,940
2,634240;0,0278;0,1023;0,9385;0,944
2,650610;0,0324;0,1026;0,9534;0,959
2,651102;0,0360;0,1032;0,9716;0,978
2,651354;0,0352;0,1005;0,9994;1,005
2,651749;0,0296;0,0993;1,0223;1,028
2,652024;0,0247;0,1006;1,0378;1,043
2,669848;0,0252;0,1025;1,0569;1,062
2,670446;0,0288;0,1071;1,0732;1,079
2,670762;0,0321;0,1073;1,0796;1,085
2,671141;0,0340;0,1019;1,0807;1,086
2,673202;0,0363;0,0999;1,0814;1,087
2,689635;0,0435;0,1006;1,0767;1,082
2,690517;0,0489;0,1130;1,0503;1,057
2,690844;0,0400;0,1191;1,0295;1,037
2,691111;0,0140;0,1141;1,0287;1,035
2,691343;-0,0092;0,1047;1,0289;1,034
2,701212;-0,0327;0,0954;1,0229;1,028
2,702129;-0,0453;0,0898;1,0102;1,015
2,720032;-0,0512;0,0892;1,0081;1,013
2,720836;-0,0448;0,0897;1,0079;1,013
2,721437;-0,0315;0,0895;1,0089;1,013
2,721768;-0,0224;0,0870;1,0116;1,016
2,722058;-0,0094;0,0816;1,0146;1,018
2,722340;0,0046;0,0800;1,0116;1,015
2,742676;0,0148;0,0739;1,0020;1,005
2,743834;0,0176;0,0695;0,9963;0,999
2,744434;0,0170;0,0663;0,9886;0,991
2,745535;0,0199;0,0696;0,9767;0,979
2,746214;0,0216;0,0698;0,9719;0,975
2,746634;0,0242;0,0696;0,9675;0,970
2,755236;0,0244;0,0701;0,9685;0,971
2,755768;0,0247;0,0712;0,9705;0,973
2,758592;0,0275;0,0703;0,9755;0,978
2,763260;0,0299;0,0717;0,9767;0,980
2,767933;0,0383;0,0787;0,9844;0,988
2,770206;0,0481;0,0916;0,9974;1,003
2,774345;0,0468;0,0970;1,0070;1,013
2,778881;0,0325;0,1080;1,0235;1,030
2,785482;0,0117;0,1180;1,0279;1,035
2,786484;-0,0144;0,1164;1,0165;1,023
2,790271;-0,0533;0,1084;1,0399;1,047
2,794506;-0,0884;0,1061;1,1010;1,110
2,800468;-0,1067;0,1094;1,1482;1,158
2,801883;-0,1111;0,1295;1,1733;1,186
2,809097;-0,0997;0,1583;1,1591;1,174
2,809732;-0,0825;0,1945;1,1268;1,146
2,814339;-0,0775;0,2085;1,0936;1,116
2,824847;-0,0839;0,1984;1,0691;1,091
2,826585;-0,0979;0,1755;1,0448;1,064
2,830642;-0,1079;0,1552;1,0221;1,039
2,831177;-0,1095;0,1409;0,9923;1,008
2,844078;-0,1090;0,1384;0,9639;0,980
2,844696;-0,0942;0,1353;0,9345;0,949
2,844914;-0,0701;0,1248;0,9025;0,914
2,845208;-0,0477;0,1059;0,8757;0,883
2,857641;-0,0312;0,0861;0,8607;0,866
2,859136;-0,0171;0,0565;0,8587;0,861
2,859620;-0,0248;0,0065;0,8591;0,859
2,862223;0,0087;0,0393;0,8739;0,875
2,870895;0,0586;0,0900;0,8915;0,898
2,873044;0,0889;0,0914;0,9038;0,913
2,873601;0,0973;0,0785;0,9295;0,938
2,877970;0,0793;0,0703;0,9724;0,978
2,881910;0,0562;0,0742;1,0120;1,016
2,887992;0,0245;0,0673;1,0306;1,033
2,889621;0,0205;0,0832;1,0055;1,009
2,894215;0,0308;0,1186;0,9729;0,981
2,902353;0,0247;0,1189;0,9706;0,978
2,902974;0,0062;0,0851;0,9911;0,995
2,905824;0,0089;0,0070;0,9961;0,996
2,910612;0,0337;0,0015;0,9981;0,999
2,914125;0,0630;0,0475;0,9947;0,998
2,917957;0,0747;0,0758;0,9973;1,003
2,921663;0,0659;0,0714;1,0109;1,016
2,926449;0,0519;0,0541;1,0454;1,048
2,931343;0,0433;0,0404;1,0688;1,070
2,942978;0,0446;0,0391;1,0794;1,081
2,944502;0,0497;0,0437;1,0736;1,076
2,945377;0,0513;0,0532;1,0678;1,070
2,945676;0,0532;0,0631;1,0725;1,076
2,963795;0,0595;0,0755;1,0714;1,076
2,965239;0,0615;0,0792;1,0644;1,069
2,965869;0,0545;0,0815;1,0429;1,048
2,966343;0,0394;0,0764;1,0178;1,021
2,971169;0,0220;0,0683;0,9827;0,985
2,971612;-0,0006;0,0647;0,9387;0,941
2,972536;-0,0155;0,0645;0,9147;0,917
2,977366;-0,0352;0,0654;0,8945;0,898
2,981403;-0,0575;0,0658;0,8911;0,895
2,985760;-0,0747;0,0710;0,8968;0,903
2,988953;-0,0913;0,0809;0,9116;0,920
2,993153;-0,0986;0,0924;0,9308;0,941
2,997566;-0,0981;0,1034;0,9539;0,964
3,002534;-0,0919;0,1126;0,9736;0,984
3,004779;-0,0821;0,1189;0,9904;1,001
3,012162;-0,0739;0,1231;1,0047;1,015
3,013051;-0,0668;0,1264;1,0102;1,020
3,016953;-0,0629;0,1279;1,0157;1,026
3,020692;-0,0650;0,1324;1,0289;1,039
3,026378;-0,0648;0,1370;1,0378;1,049
3,029017;-0,0708;0,1440;1,0405;1,053
3,032494;-0,0748;0,1500;1,0366;1,050
3,036562;-0,0789;0,1528;1,0251;1,039
3,040217;-0,0775;0,1538;1,0151;1,030
3,047880;-0,0744;0,1537;1,0111;1,025
3,048644;-0,0667;0,1489;1,0118;1,025
3,054062;-0,0567;0,1413;1,0117;1,023
3,055572;-0,0454;0,1341;1,0170;1,027
3,061095;-0,0346;0,1289;1,0193;1,028
3,067930;-0,0194;0,1240;1,0202;1,028
3,069545;-0,0069;0,1203;1,0181;1,025
3,073765;0,0068;0,1143;1,0157;1,022
3,076031;0,0141;0,1012;1,0118;1,017
3,080069;0,0253;0,0844;1,0008;1,005
3,084637;0,0381;0,0797;0,9964;1,000
3,089323;0,0489;0,0781;0,9930;0,997
3,092336;0,0527;0,0739;0,9899;0,994
3,095871;0,0544;0,0703;0,9853;0,989
3,109359;0,0567;0,0685;0,9785;0,983
3,110727;0,0552;0,0651;0,9729;0,977
3,111220;0,0501;0,0641;0,9744;0,978
3,111583;0,0390;0,0635;0,9781;0,981
3,129289;0,0267;0,0660;0,9846;0,987
3,132649;0,0191;0,0506;0,9781;0,980
3,133130;0,0180;0,0517;0,9609;0,962
3,133516;0,0128;0,0589;0,9522;0,954
3,136700;0,0006;0,0626;0,9572;0,959
3,137649;-0,0088;0,0673;0,9627;0,965
3,142160;-0,0173;0,0716;0,9673;0,970
3,144180;-0,0249;0,0757;0,9745;0,978
3,152465;-0,0316;0,0814;0,9794;0,983
3,153935;-0,0344;0,0875;0,9886;0,993
3,155068;-0,0322;0,0980;0,9953;1,001
3,159606;-0,0327;0,1011;0,9923;0,998
3,164003;-0,0372;0,0978;0,9901;0,996
3,167941;-0,0378;0,1014;0,9870;0,993
3,172026;-0,0353;0,1039;0,9880;0,994
3,175786;-0,0349;0,1044;0,9879;0,994
3,179799;-0,0369;0,1024;0,9889;0,995
3,186004;-0,0355;0,1018;0,9849;0,991
3,187504;-0,0329;0,1006;0,9766;0,982
3,191709;-0,0324;0,0992;0,9719;0,977
3,196047;-0,0336;0,0952;0,9686;0,974
3,200824;-0,0284;0,0949;0,9708;0,976
3,205938;0,0047;0,0730;0,9810;0,984
3,206278;0,0619;0,0410;0,9823;0,985
3,211274;0,0704;0,0443;0,9789;0,982
3,219271;0,0621;0,0503;0,9982;1,001
3,219836;0,0468;0,0622;1,0206;1,024
3,223407;0,0401;0,0729;1,0363;1,040
3,227901;0,0295;0,0850;1,0368;1,041
3,231306;0,0206;0,0961;1,0211;1,026
3,239565;0,0035;0,1018;1,0015;1,007
3,240209;-0,0213;0,1044;0,9872;0,993
3,244326;-0,0412;0,1051;0,9805;0,987
3,247599;-0,0636;0,1096;0,9683;0,977
3,259586;-0,0730;0,1173;0,9564;0,966
3,261649;-0,0751;0,1209;0,9384;0,949
3,262206;-0,0670;0,1273;0,8678;0,880
3,262911;-0,0621;0,1193;0,8583;0,869
3,278998;-0,0689;0,0940;0,9146;0,922
3,281900;-0,0611;0,0721;0,9750;0,980
3,282677;-0,0348;0,0667;0,9948;0,998
3,284131;0,0081;0,0720;1,0003;1,003
3,284665;0,0485;0,0825;0,9999;1,004
3,285679;0,0758;0,0878;1,0072;1,014
3,290471;0,0876;0,0842;1,0165;1,024
3,295187;0,0814;0,0809;1,0290;1,035
3,300618;0,0594;0,0853;1,0476;1,053
3,302000;0,0391;0,1000;1,0677;1,073
3,308533;0,0214;0,1130;1,0821;1,088
3,311214;0,0031;0,1246;1,0907;1,098
3,319354;-0,0015;0,1280;1,0881;1,096
3,320779;-0,0068;0,1232;1,0888;1,096
3,321798;-0,0152;0,1096;1,0882;1,094
3,326489;-0,0175;0,0981;1,0791;1,084
3,330729;-0,0173;0,0827;1,0554;1,059
3,334720;-0,0125;0,0604;1,0257;1,028
3,338357;-0,0100;0,0236;0,9991;0,999
3,343532;0,0002;-0,0127;0,9592;0,959
3,346751;0,0478;0,0364;0,9284;0,930
3,351434;0,0584;0,0733;0,9314;0,936
3,354626;0,0435;0,0843;0,9433;0,948
3,358752;0,0284;0,0741;0,9652;0,968
3,367322;0,0155;0,0771;0,9948;0,998
3,368617;0,0194;0,0996;1,0139;1,019
3,370187;0,0231;0,1173;1,0317;1,039
3,376299;0,0275;0,1274;1,0525;1,061
3,377787;0,0312;0,1237;1,0674;1,075
3,386878;0,0246;0,0942;1,0713;1,076
3,388312;0,0136;0,0558;1,0695;1,071
3,390363;0,0100;0,0301;1,0649;1,065
3,395320;0,0044;0,0082;1,0518;1,052
3,407460;0,0007;0,0046;1,0366;1,037
3,410420;-0,0010;0,0094;1,0196;1,020
3,410895;-0,0051;0,0257;1,0004;1,001
3,411233;-0,0093;0,0403;0,9896;0,990
3,416397;-0,0152;0,0520;0,9782;0,980
3,422493;-0,0174;0,0626;0,9644;0,967
3,425374;-0,0153;0,0711;0,9550;0,958
3,426071;-0,0187;0,0728;0,9525;0,955
3,430284;-0,0195;0,0692;0,9564;0,959
3,437519;-0,0168;0,0648;0,9583;0,961
3,438991;-0,0082;0,0598;0,9619;0,964
3,449774;-0,0041;0,0563;0,9663;0,968
3,450198;-0,0041;0,0541;0,9727;0,974
3,450554;-0,0055;0,0537;0,9776;0,979
3,455582;-0,0094;0,0504;0,9790;0,980
3,456896;-0,0152;0,0450;0,9762;0,977
3,462373;-0,0168;0,0360;0,9713;0,972
3,467067;-0,0122;0,0220;0,9716;0,972
3,468710;0,0048;0,0035;0,9735;0,974
3,474326;0,0325;-0,0168;0,9775;0,978
3,477971;0,0476;-0,0341;0,9989;1,001
3,481239;0,0515;-0,0306;1,0196;1,021
3,486358;0,0714;-0,0205;1,0167;1,019
3,488864;0,0916;-0,0088;1,0165;1,021
3,494043;0,0995;-0,0019;1,0065;1,011
3,497643;0,0962;-0,0066;0,9906;0,995
3,506500;0,0804;-0,0204;0,9874;0,991
3,509099;0,0709;-0,0295;0,9904;0,993
3,509769;0,0670;-0,0351;0,9929;0,996
3,514135;0,0699;-0,0382;0,9917;0,995
3,522568;0,0698;-0,0366;0,9907;0,994
3,524326;0,0690;-0,0357;0,9969;1,000
3,525442;0,0668;-0,0358;1,0115;1,014
3,531519;0,0612;-0,0329;1,0266;1,029
3,541942;0,0594;-0,0270;1,0374;1,039
3,542851;0,0577;-0,0224;1,0386;1,040
3,543083;0,0506;-0,0125;1,0348;1,036
3,545036;0,0396;0,0018;1,0299;1,031
3,560149;0,0224;0,0137;1,0181;1,018
3,561413;-0,0040;0,0244;1,0005;1,001
3,561773;-0,0297;0,0337;0,9855;0,987
3,562727;-0,0634;0,0456;0,9675;0,971
3,570348;-0,0951;0,0616;0,9529;0,960
3,572563;-0,1158;0,0777;0,9480;0,958
3,572950;-0,1220;0,0930;0,9488;0,961
3,577566;-0,1138;0,0992;0,9569;0,969
3,581104;-0,0940;0,1004;0,9644;0,974
3,585264;-0,0662;0,0965;0,9711;0,978
3,588431;-0,0403;0,0891;0,9748;0,980
3,594552;-0,0235;0,0774;0,9865;0,990
3,597609;-0,0192;0,0588;1,0030;1,005
3,603399;-0,0182;0,0416;1,0157;1,017
3,604554;-0,0172;0,0240;1,0239;1,024
3,608864;-0,0109;0,0157;1,0347;1,035
3,612204;0,0026;0,0144;1,0451;1,045
3,616272;0,0151;0,0157;1,0575;1,058
3,620284;0,0231;0,0169;1,0720;1,072
3,623835;0,0302;0,0145;1,0857;1,086
3,628157;0,0387;0,0076;1,0926;1,093
3,633965;0,0494;0,0038;1,0998;1,101
3,635681;0,0629;0,0053;1,1114;1,113
3,640049;0,0622;0,0176;1,1166;1,118
3,644707;0,0592;0,0247;1,1241;1,126
3,650819;0,0606;0,0174;1,1194;1,121
3,652603;0,0501;0,0050;1,1067;1,108
3,655534;0,0334;-0,0041;1,0871;1,088
3,659432;0,0150;-0,0090;1,0663;1,066
3,671661;0,0037;-0,0071;1,0479;1,048
3,672954;-0,0089;-0,0046;1,0398;1,040
3,673772;-0,0221;-0,0050;1,0451;1,045
3,676523;-0,0279;0,0012;1,0460;1,046
3,693226;-0,0228;0,0074;1,0360;1,036
3,695667;-0,0158;0,0175;1,0301;1,030
3,696377;-0,0092;0,0243;1,0301;1,030
3,697504;-0,0032;0,0323;1,0236;1,024
3,698360;-0,0005;0,0318;1,0087;1,009
3,700401;0,0042;0,0258;0,9887;0,989
3,708305;0,0094;0,0221;0,9746;0,975
3,710122;0,0190;0,0203;0,9641;0,965
3,713421;0,0246;0,0223;0,9643;0,965
3,715367;0,0285;0,0239;0,9681;0,969
3,723917;0,0296;0,0286;0,9693;0,970
3,725306;0,0280;0,0308;0,9688;0,970
3,727465;0,0282;0,0306;0,9698;0,971
3,735372;0,0258;0,0308;0,9692;0,970
3,736694;0,0262;0,0338;0,9708;0,972
3,739731;0,0247;0,0393;0,9750;0,976
3,742797;0,0253;0,0464;0,9778;0,979
3,748853;0,0258;0,0550;0,9796;0,981
3,753185;0,0232;0,0602;0,9830;0,985
3,755356;0,0183;0,0654;0,9852;0,988
3,763212;0,0103;0,0697;0,9868;0,989
3,768648;0,0036;0,0750;0,9876;0,990
3,770048;-0,0012;0,0793;0,9851;0,988
3,774326;-0,0063;0,0818;0,9771;0,981
3,774538;-0,0071;0,0819;0,9737;0,977
3,778858;-0,0093;0,0837;0,9723;0,976
3,783699;-0,0130;0,0869;0,9759;0,980
3,786534;-0,0134;0,0925;0,9744;0,979
3,791014;-0,0156;0,0982;0,9715;0,977
3,796115;-0,0129;0,1037;0,9682;0,974
3,811876;-0,0111;0,1137;0,9588;0,966
3,816349;-0,0148;0,1156;0,9554;0,963
3,817939;-0,0159;0,1148;0,9542;0,961
3,818252;-0,0148;0,1148;0,9462;0,953
3,818470;-0,0154;0,1122;0,9405;0,947
3,820118;-0,0110;0,1079;0,9396;0,946
3,823273;-0,0071;0,0993;0,9470;0,952
3,830493;-0,0096;0,0655;0,9492;0,952
3,831539;-0,0335;-0,0339;0,9404;0,942
3,836119;-0,0170;-0,0396;0,9535;0,954
3,842013;0,0110;-0,0039;0,9776;0,978
3,842403;0,0466;0,0671;1,0084;1,012
3,847282;0,0655;0,1247;1,0216;1,031
3,852631;0,0662;0,1688;1,0288;1,045
3,853920;0,0548;0,1829;1,0234;1,041
3,859432;0,0411;0,1744;1,0166;1,032
3,864589;0,0214;0,1436;1,0110;1,021
3,870516;0,0039;0,1047;1,0097;1,015
3,871799;-0,0066;0,0812;0,9983;1,002
3,874908;-0,0143;0,0723;0,9826;0,985
3,878616;-0,0216;0,0796;0,9742;0,978
3,884763;-0,0254;0,0945;0,9714;0,976
3,886352;-0,0216;0,1071;0,9738;0,980
3,890761;-0,0135;0,1156;0,9786;0,986
3,894527;-0,0061;0,1196;0,9804;0,988
3,900530;-0,0036;0,1218;0,9833;0,991
3,902124;-0,0016;0,1210;0,9833;0,991
3,906384;-0,0012;0,1203;0,9856;0,993
3,910723;-0,0002;0,1169;0,9930;1,000
3,915842;-0,0011;0,1133;0,9932;1,000
3,919781;-0,0047;0,1121;0,9877;0,994
3,921848;-0,0060;0,1147;0,9767;0,983
3,926761;-0,0061;0,1224;0,9665;0,974
3,934603;-0,0038;0,1270;0,9601;0,968
3,935906;-0,0043;0,1313;0,9560;0,965
3,938174;-0,0098;0,1296;0,9552;0,964
3,942333;-0,0095;0,1269;0,9523;0,961
3,948256;-0,0017;0,1261;0,9537;0,962
3,948903;0,0064;0,1273;0,9635;0,972
3,965716;0,0150;0,1311;0,9750;0,984
3,967248;0,0312;0,1361;0,9596;0,970
3,967851;0,0382;0,1375;0,9321;0,943
3,975803;0,0327;0,1352;0,9303;0,941
3,976272;0,0203;0,1275;0,9340;0,943
3,976754;0,0120;0,1204;0,9425;0,950
3,979830;0,0094;0,1145;0,9453;0,952
3,983824;0,0068;0,1096;0,9358;0,942
3,986915;0,0025;0,1060;0,9286;0,935
3,990005;0,0001;0,1046;0,9303;0,936
3,993595;0,0019;0,0978;0,9364;0,941
4,000593;0,0038;0,0798;0,9473;0,951
4,002884;0,0054;0,0665;0,9597;0,962
4,005962;0,0083;0,0633;0,9689;0,971
4,011148;0,0236;0,0768;0,9737;0,977
4,015519;0,0463;0,1007;0,9714;0,978
4,016170;0,0675;0,1307;0,9588;0,970
4,021406;0,0725;0,1477;0,9356;0,950
4,025731;0,0655;0,1525;0,9223;0,937
4,029850;0,0495;0,1416;0,9175;0,930
4,034410;0,0240;0,1235;0,9249;0,933
4,037430;0,0022;0,1063;0,9333;0,939
4,042529;-0,0214;0,0858;0,9439;0,948
4,047082;-0,0306;0,0732;0,9564;0,960
4,051383;-0,0346;0,0642;0,9736;0,976
4,053264;-0,0296;0,0599;0,9942;0,996
4,058127;-0,0223;0,0568;1,0115;1,013
4,061933;-0,0136;0,0541;1,0344;1,036
4,066730;-0,0057;0,0525;1,0540;1,055
4,071415;0,0036;0,0537;1,0806;1,082
4,072018;0,0085;0,0609;1,0972;1,099
4,080074;0,0166;0,0676;1,0987;1,101
4,080877;0,0185;0,0744;1,0976;1,100
4,092736;0,0183;0,0733;1,0984;1,101
4,094997;0,0176;0,0705;1,0955;1,098
4,095272;0,0192;0,0658;1,0953;1,097
4,097206;0,0197;0,0587;1,0951;1,097
4,102310;0,0201;0,0511;1,0892;1,091
4,105430;0,0243;0,0454;1,0793;1,080
4,109415;0,0234;0,0413;1,0804;1,081
4,113076;0,0223;0,0391;1,0872;1,088
4,117173;0,0241;0,0405;1,0880;1,089
4,120682;0,0276;0,0390;1,0825;1,084
4,124707;0,0278;0,0343;1,0750;1,076
4,129347;0,0284;0,0285;1,0699;1,071
4,133921;0,0307;0,0278;1,0649;1,066
4,135315;0,0388;0,0336;1,0593;1,061
4,140643;0,0458;0,0371;1,0559;1,058
4,143921;0,0512;0,0411;1,0528;1,055
4,148343;0,0525;0,0421;1,0485;1,051
4,151937;0,0529;0,0406;1,0387;1,041
4,159582;0,0518;0,0407;1,0303;1,032
4,160314;0,0484;0,0433;1,0248;1,027
4,164363;0,0450;0,0468;1,0183;1,020
4,168516;0,0405;0,0547;1,0096;1,012
4,171682;0,0333;0,0626;1,0033;1,006
4,175632;0,0333;0,0708;0,9901;0,993
4,181639;0,0321;0,0755;0,9848;0,988
4,184081;0,0252;0,0808;0,9809;0,985
4,187744;0,0195;0,0847;0,9773;0,981
4,193604;0,0172;0,0894;0,9770;0,981
4,198671;0,0152;0,0909;0,9716;0,976
4,200020;0,0101;0,0842;0,9686;0,972
4,204277;0,0032;0,0764;0,9622;0,965
4,207962;-0,0024;0,0680;0,9567;0,959
4,212276;-0,0056;0,0645;0,9588;0,961
4,224645;-0,0027;0,0670;0,9613;0,964
4,226003;0,0033;0,0720;0,9572;0,960
4,226502;0,0079;0,0763;0,9549;0,958
4,226876;0,0125;0,0774;0,9568;0,960
4,242320;0,0144;0,0706;0,9655;0,968
4,243445;0,0169;0,0631;0,9787;0,981
4,243954;0,0170;0,0565;0,9940;0,996
4,244607;0,0207;0,0550;1,0014;1,003
4,255988;0,0257;0,0594;1,0031;1,005
4,257857;0,0312;0,0661;1,0029;1,006
4,258343;0,0340;0,0717;1,0012;1,004
4,272321;0,0332;0,0755;0,9996;1,003
4,273970;0,0286;0,0785;0,9944;0,998
4,274405;0,0219;0,0790;0,9903;0,994
4,274676;0,0123;0,0810;0,9874;0,991
4,274940;0,0100;0,0853;0,9893;0,993
4,282024;0,0065;0,0916;0,9885;0,993
4,283345;0,0026;0,0928;0,9866;0,991
4,287434;-0,0018;0,0918;0,9814;0,986
4,291094;-0,0063;0,0894;0,9769;0,981
4,297616;-0,0056;0,0842;0,9697;0,973
4,298869;-0,0037;0,0806;0,9657;0,969
4,303599;-0,0023;0,0774;0,9618;0,965
4,307740;0,0002;0,0756;0,9650;0,968
4,311572;0,0030;0,0732;0,9685;0,971
4,317305;0,0038;0,0738;0,9712;0,974
4,318456;0,0042;0,0677;0,9745;0,977
4,322945;-0,0036;0,0602;0,9760;0,978
4,327241;-0,0121;0,0483;0,9769;0,978
4,333104;-0,0144;0,0434;0,9834;0,984
4,337507;-0,0183;0,0428;0,9881;0,989
4,338036;-0,0208;0,0490;0,9870;0,988
4,342570;-0,0220;0,0582;0,9891;0,991
4,360794;-0,0210;0,0680;0,9896;0,992
4,362845;-0,0161;0,0759;0,9863;0,989
4,363398;-0,0121;0,0796;0,9832;0,987
4,366882;-0,0039;0,0820;0,9866;0,990
4,367127;0,0018;0,0859;0,9946;0,998
4,368574;0,0001;0,0874;1,0059;1,010
4,370384;-0,0094;0,0840;1,0068;1,010
4,375123;-0,0134;0,0771;1,0037;1,007
4,379174;-0,0188;0,0702;1,0006;1,003
4,387070;-0,0450;0,0436;1,0077;1,010
4,388760;-0,1157;-0,0143;1,0289;1,035
4,391770;-0,0781;-0,0073;0,9687;0,972
4,399024;-0,0313;0,0351;0,9248;0,926
4,399967;0,0036;0,0744;0,9116;0,915
4,402343;0,0342;0,1081;0,9120;0,919
4,406483;0,0556;0,1240;0,9266;0,937
4,410371;0,0636;0,1360;0,9412;0,953
4,417783;0,0672;0,1457;0,9556;0,969
4,419006;0,0502;0,1384;0,9648;0,976
4,422087;-0,0039;0,0915;0,9549;0,959
4,426269;-0,1475;-0,0644;0,8813;0,896
4,431181;-0,1736;-0,0790;0,9130;0,933
4,434236;-0,1441;-0,0349;0,9747;0,986
4,439165;-0,1054;0,0149;1,0217;1,027
4,442212;-0,0726;0,0503;1,0560;1,060
4,448342;-0,0289;0,0859;1,0889;1,093
4,452917;0,0073;0,1081;1,1069;1,112
4,453621;0,0465;0,1287;1,1161;1,124
4,457453;0,0698;0,1414;1,1191;1,130
4,464330;0,0731;0,1470;1,1201;1,132
4,465040;0,0426;0,1418;1,1156;1,125
4,469267;-0,0102;0,1229;1,0996;1,106
4,476068;-0,0113;0,1137;1,0767;1,083
4,476253;0,0065;0,1062;1,0591;1,064
4,485926;0,0166;0,1003;1,0516;1,056
