time;gFx;gFy;gFz;TgF
2,233626;-0,0116;0,1174;0,9825;0,990
2,237507;-0,0156;0,1160;0,9851;0,992
2,243961;-0,0199;0,1176;0,9829;0,990
2,246072;-0,0191;0,1195;0,9864;0,994
2,249009;-0,0193;0,1208;0,9907;0,998
2,252709;-0,0172;0,1218;0,9895;0,997
2,259960;-0,0148;0,1218;0,9883;0,996
2,263008;-0,0123;0,1219;0,9867;0,994
2,264860;-0,0078;0,1217;0,9866;0,994
2,268773;-0,0073;0,1223;0,9889;0,996
2,274985;-0,0046;0,1212;0,9890;0,996
2,277041;-0,0001;0,1218;0,9885;0,996
2,280891;0,0024;0,1210;0,9851;0,992
2,284544;0,0005;0,1196;0,9846;0,992
2,288536;-0,0038;0,1169;0,9854;0,992
2,293215;-0,0053;0,1161;0,9872;0,994
2,296277;-0,0069;0,1156;0,9868;0,994
2,303551;-0,0081;0,1144;0,9862;0,993
2,304843;-0,0060;0,1112;0,9865;0,993
2,316799;-0,0043;0,1112;0,9899;0,996
2,317734;-0,0011;0,1128;0,9932;1,000
2,318109;0,0018;0,1148;0,9972;1,004
2,320371;0,0033;0,1184;0,9999;1,007
2,345523;0,0021;0,1195;1,0016;1,009
2,346633;-0,0048;0,1209;1,0059;1,013
2,347020;-0,0041;0,1226;1,0047;1,012
2,347296;-0,0024;0,1249;1,0003;1,008
2,347558;-0,0029;0,1248;1,0002;1,008
2,347814;-0,0060;0,1260;0,9986;1,007
2,348051;-0,0107;0,1229;0,9944;1,002
2,352723;-0,0116;0,1209;0,9945;1,002
2,360524;-0,0093;0,1181;0,9997;1,007
2,361893;-0,0079;0,1142;1,0067;1,013
2,364554;-0,0044;0,1118;1,0090;1,015
2,368641;-0,0017;0,1075;1,0086;1,014
2,372355;-0,0012;0,1075;1,0076;1,013
2,378654;0,0014;0,1091;1,0060;1,012
2,381403;0,0007;0,1117;1,0004;1,007
2,385404;-0,0021;0,1146;0,9948;1,001
2,388528;-0,0027;0,1170;0,9935;1,000
2,393352;-0,0053;0,1168;0,9907;0,998
2,395514;-0,0081;0,1177;0,9896;0,997
2,399321;-0,0108;0,1176;0,9879;0,995
2,403383;-0,0150;0,1185;0,9845;0,992
2,408321;-0,0174;0,1195;0,9831;0,991
2,411327;-0,0197;0,1200;0,9830;0,990
2,415356;-0,0197;0,1198;0,9800;0,987
2,421826;-0,0193;0,1174;0,9771;0,984
2,424864;-0,0190;0,1176;0,9759;0,983
2,427448;-0,0196;0,1210;0,9748;0,983
2,431849;-0,0179;0,1251;0,9805;0,989
2,435494;-0,0192;0,1257;0,9889;0,997
2,440567;-0,0069;0,1261;1,0038;1,012
2,443786;0,0004;0,1221;1,0268;1,034
2,448879;-0,0044;0,1183;1,0348;1,042
2,451306;-0,0178;0,1189;1,0301;1,037
2,456944;-0,0201;0,1182;1,0227;1,030
2,459635;-0,0140;0,1159;1,0180;1,025
2,463846;-0,0089;0,1103;1,0173;1,023
2,467394;-0,0126;0,1069;1,0137;1,019
2,471149;-0,0125;0,1075;1,0113;1,017
2,485684;-0,0113;0,1157;1,0081;1,015
2,486558;-0,0085;0,1179;1,0075;1,014
2,486738;-0,0075;0,1174;1,0082;1,015
2,486887;0,0028;0,1082;0,9987;1,005
2,507728;0,0235;0,1031;1,0235;1,029
2,510609;0,0319;0,0897;1,0506;1,055
2,512547;0,0443;0,0855;1,0453;1,050
2,513217;0,0609;0,0869;1,0064;1,012
2,515079;0,0727;0,0785;0,9805;0,986
2,515739;0,0911;0,0715;0,9705;0,977
2,516336;0,0985;0,0711;0,9641;0,972
2,519627;0,0829;0,0722;0,9621;0,968
2,528801;0,0609;0,0718;0,9618;0,966
2,530470;0,0374;0,0747;0,9579;0,962
2,531346;0,0200;0,0823;0,9543;0,958
2,534558;0,0056;0,0975;0,9578;0,963
2,540304;-0,0107;0,1143;0,9698;0,977
2,544926;-0,0227;0,1258;0,9789;0,987
2,546421;-0,0333;0,1333;0,9899;0,999
2,551155;-0,0415;0,1377;0,9965;1,007
2,554383;-0,0456;0,1401;0,9978;1,009
2,559077;-0,0438;0,1439;0,9994;1,011
2,562211;-0,0368;0,1477;0,9956;1,007
2,567684;-0,0241;0,1559;0,9898;1,002
2,570239;-0,0244;0,1571;0,9894;1,002
2,575071;-0,0294;0,1533;0,9788;0,991
2,580447;-0,0349;0,1436;0,9551;0,966
2,582324;-0,0403;0,1384;0,9435;0,954
2,586204;-0,0403;0,1408;0,9353;0,947
2,593856;-0,0374;0,1468;0,9365;0,949
2,595371;-0,0383;0,1483;0,9390;0,951
2,599688;-0,0461;0,1450;0,9480;0,960
2,603379;-0,0484;0,1363;0,9479;0,959
2,621819;-0,0433;0,1305;0,9442;0,954
2,624055;-0,0372;0,1230;0,9403;0,949
2,625696;-0,0305;0,1207;0,9432;0,951
2,626439;-0,0192;0,1174;0,9464;0,954
2,626809;-0,0067;0,1153;0,9508;0,958
2,627103;0,0037;0,1128;0,9597;0,966
2,629740;0,0118;0,1104;0,9674;0,974
2,633716;0,0145;0,1075;0,9723;0,978
2,637920;0,0167;0,1032;0,9818;0,987
2,642659;0,0155;0,0986;0,9883;0,993
2,645905;0,0139;0,0956;0,9881;0,993
2,652160;0,0089;0,0951;0,9849;0,990
2,653312;0,0047;0,0956;0,9848;0,989
2,659622;-0,0004;0,0965;0,9843;0,989
2,661315;-0,0056;0,0949;0,9837;0,988
2,665767;-0,0121;0,0962;0,9830;0,988
2,671585;-0,0189;0,0995;0,9881;0,993
2,675702;-0,0195;0,1036;0,9983;1,004
2,679312;-0,0183;0,1098;1,0123;1,018
2,682200;-0,0155;0,1200;1,0290;1,036
2,685383;-0,0125;0,1308;1,0530;1,061
2,690484;-0,0032;0,1394;1,0689;1,078
2,693443;0,0201;0,1410;1,0838;1,093
2,697329;0,0328;0,1305;1,0702;1,079
2,702076;0,0339;0,1170;1,0519;1,059
2,707220;0,0329;0,1131;1,0423;1,049
2,709276;0,0330;0,1147;1,0388;1,046
2,713481;0,0364;0,1199;1,0437;1,051
2,717700;0,0423;0,1213;1,0460;1,054
2,721072;0,0448;0,1185;1,0459;1,054
2,725133;0,0438;0,1133;1,0410;1,048
2,729406;0,0407;0,1098;1,0329;1,040
2,735448;0,0412;0,1105;1,0232;1,030
2,749864;0,0408;0,1128;1,0161;1,023
2,751210;0,0414;0,1150;1,0113;1,019
2,751593;0,0386;0,1159;1,0057;1,013
2,751874;0,0333;0,1160;1,0016;1,009
2,752933;0,0284;0,1154;0,9952;1,002
2,770666;0,0226;0,1206;0,9897;0,997
2,771591;0,0165;0,1270;0,9899;0,998
2,771827;0,0076;0,1357;0,9948;1,004
2,775511;0,0012;0,1425;0,9967;1,007
2,776292;0,0016;0,1446;0,9990;1,009
2,777167;0,0002;0,1456;1,0012;1,012
2,780753;-0,0012;0,1474;1,0000;1,011
2,785600;-0,0003;0,1508;0,9981;1,009
2,789653;0,0040;0,1520;1,0020;1,013
2,792844;0,0106;0,1533;1,0050;1,017
2,796578;0,0215;0,1521;1,0040;1,016
2,800679;0,0308;0,1522;0,9960;1,008
2,804513;0,0367;0,1488;0,9844;0,996
2,808414;0,0379;0,1442;0,9805;0,992
2,812429;0,0358;0,1366;0,9828;0,993
2,818807;0,0309;0,1321;0,9852;0,994
2,820208;0,0245;0,1292;0,9891;0,998
2,824617;0,0172;0,1285;0,9913;1,000
2,828628;0,0115;0,1296;0,9839;0,992
2,832257;0,0096;0,1312;0,9774;0,986
2,836236;0,0064;0,1320;0,9745;0,983
2,840567;0,0033;0,1269;0,9747;0,983
2,844576;-0,0005;0,1237;0,9734;0,981
2,850079;-0,0029;0,1240;0,9751;0,983
2,852701;-0,0025;0,1271;0,9730;0,981
2,856514;-0,0041;0,1302;0,9719;0,981
2,860262;-0,0016;0,1335;0,9727;0,982
2,864153;-0,0034;0,1331;0,9747;0,984
2,867916;-0,0022;0,1334;0,9778;0,987
2,873966;-0,0022;0,1315;0,9803;0,989
2,877074;-0,0032;0,1310;0,9837;0,992
2,879908;-0,0051;0,1311;0,9897;0,998
2,885191;-0,0069;0,1332;0,9949;1,004
2,898240;-0,0104;0,1350;0,9991;1,008
2,899288;-0,0117;0,1388;0,9970;1,007
2,899656;-0,0154;0,1405;0,9912;1,001
2,900007;-0,0207;0,1399;0,9875;0,998
2,920298;-0,0282;0,1394;0,9850;0,995
2,921528;-0,0300;0,1393;0,9804;0,991
2,921956;-0,0302;0,1417;0,9711;0,982
2,922357;-0,0295;0,1435;0,9702;0,981
2,923219;-0,0257;0,1473;0,9726;0,984
2,924265;-0,0221;0,1490;0,9751;0,987
2,927677;-0,0209;0,1484;0,9747;0,986
2,931584;-0,0218;0,1428;0,9757;0,986
2,935699;-0,0194;0,1404;0,9735;0,984
2,940421;-0,0174;0,1365;0,9760;0,986
2,943449;-0,0113;0,1371;0,9772;0,987
2,947691;-0,0082;0,1395;0,9834;0,993
2,951368;-0,0026;0,1424;0,9919;1,002
2,956340;0,0015;0,1448;1,0030;1,013
2,960022;0,0026;0,1468;1,0127;1,023
2,965674;-0,0015;0,1475;1,0187;1,029
2,968706;-0,0018;0,1496;1,0200;1,031
2,973462;-0,0021;0,1516;1,0230;1,034
2,977708;-0,0078;0,1509;1,0262;1,037
2,979719;-0,0129;0,1548;1,0297;1,041
2,983411;-0,0145;0,1595;1,0277;1,040
2,987252;-0,0099;0,1661;1,0210;1,034
2,991905;-0,0083;0,1706;1,0210;1,035
2,997502;-0,0108;0,1674;1,0225;1,036
2,999793;-0,0129;0,1674;1,0202;1,034
3,003417;-0,0142;0,1674;1,0178;1,032
3,007678;-0,0177;0,1675;1,0085;1,022
3,011306;-0,0171;0,1677;0,9977;1,012
3,015202;-0,0153;0,1679;0,9873;1,002
3,020076;-0,0143;0,1651;0,9804;0,994
3,034446;-0,0121;0,1631;0,9764;0,990
3,035815;-0,0083;0,1618;0,9697;0,983
3,036274;-0,0050;0,1633;0,9671;0,981
3,036705;0,0013;0,1609;0,9630;0,976
3,051798;0,0026;0,1589;0,9530;0,966
3,053017;0,0023;0,1565;0,9497;0,963
3,053362;0,0040;0,1544;0,9481;0,961
3,053991;0,0055;0,1518;0,9461;0,958
3,058120;0,0057;0,1495;0,9509;0,963
3,065505;0,0066;0,1460;0,9547;0,966
3,067869;0,0069;0,1426;0,9590;0,970
3,068294;0,0086;0,1417;0,9627;0,973
3,070695;0,0109;0,1430;0,9688;0,979
3,078808;0,0091;0,1447;0,9717;0,982
3,081288;0,0077;0,1419;0,9688;0,979
3,082722;0,0064;0,1418;0,9724;0,983
3,086420;0,0042;0,1439;0,9788;0,989
3,092919;0,0046;0,1462;0,9788;0,990
3,094623;0,0058;0,1472;0,9755;0,987
3,098486;0,0057;0,1455;0,9718;0,983
3,102759;0,0003;0,1442;0,9658;0,977
3,107197;-0,0021;0,1442;0,9573;0,968
3,110599;-0,0042;0,1443;0,9469;0,958
3,114672;-0,0036;0,1464;0,9414;0,953
3,118145;-0,0019;0,1515;0,9410;0,953
3,125133;-0,0036;0,1525;0,9406;0,953
3,126949;-0,0050;0,1547;0,9380;0,951
3,133004;-0,0077;0,1588;0,9300;0,943
3,137134;-0,0115;0,1606;0,9249;0,939
3,139283;-0,0132;0,1617;0,9243;0,938
3,143141;-0,0069;0,1629;0,9240;0,938
3,146196;-0,0017;0,1624;0,9207;0,935
3,150156;-0,0025;0,1566;0,9080;0,921
3,157764;-0,0066;0,1531;0,9069;0,920
3,160891;-0,0063;0,1531;0,9114;0,924
3,162543;-0,0009;0,1562;0,9155;0,929
3,166116;0,0024;0,1576;0,9222;0,936
3,170196;0,0046;0,1582;0,9318;0,945
3,186560;0,0064;0,1565;0,9393;0,952
3,188630;0,0061;0,1531;0,9410;0,953
3,189136;0,0043;0,1503;0,9410;0,953
3,189602;0,0023;0,1473;0,9424;0,954
3,191984;-0,0034;0,1431;0,9410;0,952
3,205401;-0,0105;0,1407;0,9390;0,950
3,206028;-0,0124;0,1412;0,9391;0,950
3,206322;-0,0153;0,1427;0,9364;0,947
3,206547;-0,0151;0,1432;0,9342;0,945
3,215145;-0,0168;0,1413;0,9322;0,943
3,216211;-0,0175;0,1377;0,9279;0,938
3,217554;-0,0182;0,1351;0,9230;0,933
3,238418;-0,0157;0,1321;0,9175;0,927
3,239070;-0,0141;0,1298;0,9117;0,921
3,239338;-0,0080;0,1313;0,9089;0,918
3,239551;-0,0049;0,1297;0,9030;0,912
3,239762;-0,0020;0,1275;0,8943;0,903
3,253938;-0,0007;0,1223;0,8903;0,899
3,254707;-0,0019;0,1179;0,8811;0,889
3,254958;-0,0068;0,1133;0,8690;0,876
3,269620;-0,0066;0,1099;0,8486;0,856
3,278574;-0,0062;0,1086;0,8310;0,838
3,279564;-0,0035;0,1083;0,8163;0,823
3,279892;0,0010;0,1070;0,8011;0,808
3,280146;0,0033;0,1041;0,7927;0,799
3,280379;0,0038;0,1041;0,7857;0,793
3,280602;0,0025;0,1027;0,7775;0,784
3,287395;0,0038;0,1025;0,7699;0,777
3,288085;0,0028;0,0981;0,7580;0,764
3,307989;0,0040;0,0908;0,7424;0,748
3,308743;0,0076;0,0850;0,7289;0,734
3,308994;0,0165;0,0859;0,7090;0,714
3,309205;0,0206;0,0857;0,6929;0,698
3,309415;0,0194;0,0801;0,6736;0,679
3,323557;0,0167;0,0732;0,6476;0,652
3,324164;0,0173;0,0705;0,6266;0,631
3,324377;0,0112;0,0669;0,6073;0,611
3,324565;0,0067;0,0595;0,5865;0,590
3,324725;0,0068;0,0563;0,5657;0,569
3,332362;0,0114;0,0550;0,5437;0,547
3,332865;0,0077;0,0547;0,5303;0,533
3,336428;-0,0050;0,0502;0,5096;0,512
3,353319;-0,0123;0,0465;0,4866;0,489
3,353955;-0,0166;0,0435;0,4653;0,468
3,354117;-0,0183;0,0383;0,4493;0,451
3,354295;-0,0167;0,0376;0,4296;0,432
3,357184;-0,0157;0,0416;0,4159;0,418
3,360861;-0,0164;0,0451;0,3941;0,397
3,364539;-0,0155;0,0475;0,3696;0,373
3,375244;-0,0183;0,0500;0,3388;0,343
3,376546;-0,0192;0,0519;0,3046;0,310
3,376822;-0,0190;0,0549;0,2860;0,292
3,380438;-0,0157;0,0568;0,2724;0,279
3,384753;-0,0085;0,0577;0,2688;0,275
3,388729;0,0003;0,0598;0,2696;0,276
3,391954;0,0150;0,0590;0,2775;0,284
3,395930;0,0267;0,0576;0,2896;0,296
3,399862;0,0418;0,0581;0,3040;0,312
3,404823;0,0518;0,0583;0,3216;0,331
3,408434;0,0507;0,0603;0,3398;0,349
3,412360;0,0415;0,0610;0,3635;0,371
3,417624;0,0277;0,0626;0,3885;0,394
3,421166;0,0190;0,0630;0,4077;0,413
3,424481;0,0121;0,0625;0,4259;0,431
3,428107;0,0135;0,0646;0,4376;0,443
3,432145;0,0192;0,0687;0,4448;0,451
3,438632;0,0268;0,0726;0,4413;0,448
3,440161;0,0352;0,0745;0,4267;0,435
3,444269;0,0435;0,0712;0,4015;0,410
3,448108;0,0466;0,0658;0,3716;0,380
3,459754;0,0511;0,0598;0,3454;0,354
3,460880;0,0555;0,0529;0,3162;0,325
3,461149;0,0611;0,0489;0,2964;0,307
3,466842;0,0661;0,0441;0,2814;0,292
3,468156;0,0711;0,0428;0,2822;0,294
3,473384;0,0830;0,0431;0,2924;0,307
3,476447;0,0979;0,0407;0,3130;0,330
3,479299;0,1067;0,0283;0,3361;0,354
3,484146;0,1051;0,0141;0,3535;0,369
3,488631;0,0939;-0,0008;0,3646;0,376
3,492476;0,0814;-0,0097;0,3655;0,375
3,495227;0,0594;-0,0114;0,3724;0,377
3,499689;0,0456;-0,0106;0,3878;0,391
3,505843;0,0361;-0,0078;0,4083;0,410
3,509460;0,0243;-0,0092;0,4366;0,437
3,511889;0,0212;-0,0119;0,4660;0,467
3,515418;0,0224;-0,0169;0,5000;0,501
3,519556;0,0255;-0,0204;0,5247;0,526
3,523930;0,0341;-0,0233;0,5512;0,553
3,527314;0,0416;-0,0262;0,5774;0,580
3,535181;0,0455;-0,0253;0,6063;0,609
3,536040;0,0474;-0,0274;0,6360;0,638
3,539507;0,0468;-0,0275;0,6642;0,666
3,543559;0,0461;-0,0293;0,6815;0,684
3,547196;0,0504;-0,0281;0,6896;0,692
3,551591;0,0584;-0,0271;0,6838;0,687
3,555560;0,0571;-0,0360;0,6755;0,679
3,559166;0,0516;-0,0481;0,6633;0,667
3,563085;0,0548;-0,0543;0,6482;0,653
3,568478;0,0592;-0,0587;0,6307;0,636
3,571399;0,0769;-0,0566;0,6169;0,624
3,574879;0,0852;-0,0595;0,6229;0,632
3,579271;0,0846;-0,0659;0,6574;0,666
3,583058;0,0839;-0,0701;0,6929;0,701
3,592394;0,0877;-0,0667;0,7282;0,737
3,593347;0,0940;-0,0522;0,7689;0,776
3,594870;0,0930;-0,0341;0,8136;0,820
3,599028;0,0862;-0,0141;0,8706;0,875
3,602658;0,0783;0,0020;0,9143;0,918
3,610029;0,0745;0,0164;0,9704;0,973
3,612432;0,0759;0,0333;1,0353;1,039
3,614475;0,0801;0,0509;1,0902;1,094
3,618415;0,0841;0,0763;1,1485;1,154
3,622696;0,0944;0,1026;1,2005;1,209
3,626520;0,1044;0,1216;1,2377;1,248
3,630518;0,1072;0,1373;1,2744;1,286
3,634772;0,1096;0,1427;1,3064;1,319
3,638969;0,1091;0,1363;1,3448;1,356
3,642133;0,0959;0,1170;1,3947;1,403
3,646593;0,0802;0,0969;1,4357;1,441
3,650170;0,0632;0,0759;1,4883;1,492
3,655176;0,0511;0,0641;1,5364;1,539
3,658103;0,0396;0,0530;1,5994;1,601
3,662053;0,0280;0,0487;1,6582;1,659
3,666384;0,0118;0,0436;1,6997;1,700
3,672267;-0,0126;0,0363;1,7424;1,743
3,673995;-0,0323;0,0277;1,7641;1,765
3,679227;-0,0468;0,0131;1,7653;1,766
3,682344;-0,0603;-0,0059;1,7538;1,755
3,686186;-0,0690;-0,0231;1,7348;1,736
3,692860;-0,0801;-0,0402;1,7077;1,710
3,694652;-0,0892;-0,0534;1,6796;1,683
3,700245;-0,0937;-0,0638;1,6537;1,658
3,701885;-0,0951;-0,0746;1,6232;1,628
3,713381;-0,0880;-0,0802;1,5869;1,591
3,714305;-0,0731;-0,0831;1,5547;1,559
3,714657;-0,0541;-0,0869;1,5247;1,528
3,718088;-0,0416;-0,0895;1,5123;1,515
3,728930;-0,0212;-0,0911;1,5055;1,508
3,730119;0,0054;-0,0941;1,5110;1,514
3,730706;0,0273;-0,0983;1,5254;1,529
3,733723;0,0527;-0,1061;1,5326;1,537
3,741502;0,0715;-0,1157;1,5350;1,541
3,742464;0,0875;-0,1357;1,5310;1,540
3,745669;0,1028;-0,1605;1,5281;1,540
3,751135;0,1226;-0,1845;1,5345;1,550
3,755574;0,1525;-0,2075;1,5536;1,575
3,758567;0,1777;-0,2254;1,5741;1,600
3,761784;0,1962;-0,2380;1,5903;1,620
3,766326;0,2095;-0,2450;1,5989;1,631
3,771978;0,2205;-0,2486;1,5968;1,631
3,775257;0,2255;-0,2549;1,6031;1,639
3,777152;0,2227;-0,2648;1,6062;1,643
3,781621;0,2112;-0,2770;1,6104;1,648
3,785259;0,2000;-0,2906;1,6175;1,656
3,789882;0,1930;-0,2965;1,6190;1,657
3,793190;0,1893;-0,2968;1,6088;1,647
3,797021;0,1851;-0,2928;1,5829;1,620
3,801255;0,1813;-0,2845;1,5572;1,593
3,805397;0,1817;-0,2703;1,5308;1,565
3,810331;0,1926;-0,2537;1,5116;1,545
3,813365;0,2027;-0,2432;1,4987;1,532
3,818055;0,2065;-0,2383;1,4946;1,528
3,821317;0,1996;-0,2375;1,5099;1,541
3,824844;0,1846;-0,2374;1,5352;1,564
3,828883;0,1642;-0,2311;1,5699;1,595
3,833710;0,1458;-0,2195;1,6047;1,626
3,838744;0,1284;-0,2078;1,6412;1,659
3,840710;0,1140;-0,2055;1,6680;1,684
3,844755;0,0953;-0,2124;1,6947;1,711
3,851099;0,0626;-0,2221;1,7251;1,741
3,854145;0,0380;-0,2260;1,7417;1,757
3,859068;0,0240;-0,2209;1,7546;1,769
3,861832;0,0134;-0,2083;1,7495;1,762
3,866720;0,0022;-0,1943;1,7381;1,749
3,868629;-0,0066;-0,1786;1,7199;1,729
3,876089;-0,0156;-0,1665;1,7080;1,716
3,878171;-0,0277;-0,1589;1,7043;1,712
3,880983;-0,0405;-0,1491;1,6996;1,707
3,886074;-0,0434;-0,1328;1,6871;1,693
3,890553;-0,0266;-0,1023;1,6554;1,659
3,892397;0,0262;-0,0729;1,6155;1,617
3,896856;0,0829;-0,0768;1,5729;1,577
3,900385;0,1197;-0,0827;1,5337;1,541
3,904331;0,0732;-0,0894;1,5338;1,538
3,908226;-0,0304;-0,0835;1,5623;1,565
3,912368;-0,0824;-0,0586;1,6253;1,628
3,916579;-0,0776;-0,0352;1,6833;1,686
3,921373;-0,0525;-0,0341;1,7494;1,750
3,924262;-0,0177;-0,0626;1,7852;1,786
3,930621;0,0209;-0,0902;1,7934;1,796
3,932098;0,0697;-0,1066;1,7941;1,799
3,937710;0,1097;-0,1112;1,8138;1,821
3,940104;0,1366;-0,1146;1,8626;1,871
3,944042;0,1457;-0,1238;1,9282;1,938
3,947971;0,1503;-0,1384;1,9663;1,977
3,951856;0,1448;-0,1502;1,9833;1,994
3,955929;0,1332;-0,1511;1,9810;1,991
3,959838;0,1249;-0,1409;1,9509;1,960
3,963774;0,1171;-0,1273;1,8935;1,901
3,968128;0,1072;-0,1247;1,8557;1,863
3,971956;0,0939;-0,1282;1,8348;1,842
3,977055;0,0811;-0,1323;1,8175;1,824
3,980014;0,0727;-0,1340;1,7984;1,805
3,983695;0,0696;-0,1190;1,7815;1,787
3,999892;0,0928;-0,0878;1,8159;1,820
4,001448;0,1140;-0,0566;1,9638;1,968
4,002074;0,1367;-0,0221;2,2396;2,244
4,002958;0,1980;-0,0061;2,3924;2,401
4,021299;0,3240;0,0107;2,3665;2,389
4,022593;0,4817;0,0372;2,2423;2,294
4,023216;0,4885;0,0596;2,1977;2,252
4,023814;0,4906;0,0317;2,2109;2,265
4,024309;0,5154;-0,0155;2,1511;2,212
4,024572;0,5312;-0,0504;2,2112;2,275
4,027368;0,5591;-0,0472;2,3337;2,400
4,031783;0,5736;-0,0257;2,4724;2,538
4,037779;0,5489;-0,0193;2,6631;2,719
4,040443;0,5137;-0,0346;2,8869;2,932
4,043358;0,4979;-0,0446;3,0556;3,096
4,047389;0,5048;-0,0675;3,2034;3,244
4,051328;0,5304;-0,1019;3,3352;3,379
4,055473;0,5553;-0,1368;3,4746;3,521
4,059520;0,5784;-0,1796;3,6384;3,688
4,063287;0,5890;-0,2135;3,7497;3,802
4,067277;0,5810;-0,2427;3,8274;3,879
4,071667;0,5546;-0,2548;3,8438;3,892
4,075480;0,5109;-0,2590;3,8253;3,868
4,079388;0,4498;-0,2605;3,7914;3,827
4,083244;0,3539;-0,2619;3,7515;3,777
4,089075;0,2658;-0,2588;3,7285;3,747
4,091173;0,1861;-0,2475;3,6973;3,710
4,095462;0,1194;-0,2475;3,6334;3,644
4,099112;0,0523;-0,2500;3,4732;3,483
4,104324;0,0180;-0,2552;3,3298;3,340
4,107198;0,0212;-0,2598;3,1555;3,166
4,110952;0,0827;-0,2656;2,9714;2,984
4,114778;0,1825;-0,2926;2,7983;2,819
4,121274;0,2759;-0,3426;2,6659;2,702
4,123183;0,3836;-0,4158;2,5483;2,610
4,126889;0,4559;-0,4990;2,5056;2,595
4,131057;0,5122;-0,5999;2,4865;2,609
4,134751;0,5358;-0,6714;2,5014;2,645
4,139616;0,5418;-0,7015;2,5510;2,701
4,142701;0,5231;-0,6397;2,5921;2,721
4,146903;0,4506;-0,5175;2,5936;2,683
4,150949;0,2133;-0,3594;2,4854;2,520
4,164980;-0,0925;-0,2914;2,2022;2,223
4,166490;-0,4235;-0,2827;1,6782;1,754
4,167192;-0,6049;-0,2779;1,1198;1,303
4,168823;-0,6372;-0,2663;0,6931;0,978
4,187014;-0,5649;-0,2630;0,2807;0,683
4,188128;-0,4250;-0,3020;-0,0241;0,522
4,188525;-0,2975;-0,3734;-0,2131;0,523
4,188905;-0,1784;-0,4812;-0,3551;0,624
4,189300;-0,1169;-0,5700;-0,4335;0,726
4,190552;-0,0473;-0,6395;-0,4978;0,812
4,194208;0,0506;-0,6642;-0,5683;0,876
4,198988;0,1364;-0,6598;-0,6224;0,917
4,205277;0,2162;-0,6450;-0,7194;0,990
4,208603;0,2690;-0,6325;-0,8576;1,099
4,211205;0,2797;-0,6381;-0,9924;1,213
4,214369;0,2489;-0,6487;-1,1335;1,330
4,218627;0,2017;-0,6217;-1,2156;1,380
4,223324;0,1395;-0,5284;-1,2462;1,361
4,226475;0,0638;-0,3666;-1,2265;1,282
4,230020;-0,0030;-0,1912;-1,2121;1,227
4,233964;-0,0679;0,0094;-1,1830;1,185
4,238499;-0,1074;0,1419;-1,1156;1,130
4,241867;-0,1049;0,2525;-0,9814;1,019
4,247807;-0,0821;0,3172;-0,7757;0,842
4,249810;-0,0410;0,3198;-0,5139;0,607
4,254093;0,0869;0,2465;-0,1245;0,289
4,257727;0,2397;0,1038;0,3068;0,403
4,261852;0,3346;-0,0640;0,6948;0,774
4,267151;0,4043;-0,2684;1,1433;1,242
4,271178;0,4646;-0,4173;1,5137;1,637
4,273931;0,5467;-0,5404;1,9175;2,066
4,277724;0,6086;-0,6093;2,2526;2,412
4,283844;0,6043;-0,6331;2,4707;2,621
4,297642;0,5002;-0,6260;2,5861;2,707
4,299440;0,3888;-0,5914;2,6053;2,700
4,300345;0,2165;-0,5163;2,4210;2,485
4,300736;0,0506;-0,4115;2,0371;2,079
4,320178;-0,1056;-0,3501;1,6728;1,712
4,321581;-0,2232;-0,2473;1,1634;1,210
4,322019;-0,3143;-0,1758;0,7067;0,793
4,322552;-0,3197;-0,1668;0,2938;0,465
4,323012;-0,3438;-0,1524;-0,2105;0,431
4,323353;-0,3390;-0,1408;-0,4178;0,556
4,327579;-0,2400;-0,1006;-0,5475;0,606
4,329255;-0,0773;-0,0310;-0,6469;0,652
4,333464;0,0418;0,0232;-0,6976;0,699
4,339335;0,1191;0,0352;-0,6975;0,708
4,342128;0,1688;-0,0111;-0,6170;0,640
4,348115;0,2196;-0,0723;-0,5127;0,562
4,352333;0,2984;-0,1240;-0,3962;0,511
4,352960;0,3724;-0,1443;-0,3325;0,520
4,362456;0,4419;-0,1512;-0,3008;0,556
4,364090;0,4664;-0,1671;-0,2759;0,567
4,367236;0,4577;-0,1972;-0,2366;0,552
4,369246;0,4252;-0,2343;-0,1776;0,517
4,374058;0,3823;-0,2525;-0,1289;0,476
4,382487;0,3215;-0,2518;-0,0806;0,416
4,382962;0,2601;-0,2308;-0,0671;0,354
4,388770;0,2019;-0,2067;-0,0920;0,303
4,390396;0,1065;-0,1836;-0,1671;0,270
4,394927;0,0315;-0,1756;-0,2544;0,311
4,397205;-0,0394;-0,1659;-0,3577;0,396
4,400789;-0,1234;-0,1444;-0,4800;0,516
4,406836;-0,1861;-0,1120;-0,5922;0,631
4,408436;-0,2329;-0,0640;-0,7087;0,749
4,412538;-0,2628;-0,0330;-0,8170;0,859
4,416703;-0,2360;-0,0208;-0,8666;0,898
4,425346;-0,1501;-0,0238;-0,8671;0,880
4,426874;-0,0372;-0,0353;-0,7909;0,793
4,429525;0,0823;-0,0496;-0,7260;0,732
4,433207;0,2074;-0,0704;-0,6522;0,688
4,442153;0,3056;-0,0806;-0,5517;0,636
4,443006;0,4022;-0,0852;-0,4228;0,590
4,444301;0,4749;-0,0901;-0,3593;0,602
4,448432;0,4892;-0,0892;-0,3295;0,597
4,453560;0,4261;-0,1029;-0,2745;0,517
4,456406;0,3598;-0,1655;-0,2977;0,495
