time;gFx;gFy;gFz;TgF
0,290962;-0,0242;0,1096;1,0051;1,011
0,291192;-0,0251;0,1095;1,0058;1,012
0,291589;-0,0249;0,1099;1,0084;1,015
0,301924;-0,0236;0,1091;1,0180;1,024
0,302721;-0,0249;0,1100;1,0192;1,025
0,303562;-0,0205;0,1117;1,0142;1,021
0,307439;-0,0108;0,1123;1,0132;1,019
0,311727;-0,0107;0,1076;1,0200;1,026
0,314961;-0,0154;0,1005;1,0284;1,033
0,321706;-0,0191;0,0999;1,0281;1,033
0,323033;-0,0208;0,1017;1,0246;1,030
0,329557;-0,0173;0,1071;1,0219;1,028
0,338901;-0,0152;0,1094;1,0220;1,028
0,339638;-0,0154;0,1083;1,0237;1,029
0,339906;-0,0158;0,1038;1,0214;1,027
0,345993;-0,0162;0,1024;1,0194;1,025
0,347046;-0,0158;0,1007;1,0147;1,020
0,351092;-0,0144;0,0995;1,0114;1,016
0,357315;-0,0131;0,1018;1,0048;1,010
0,360303;-0,0112;0,1053;0,9988;1,004
0,363640;-0,0104;0,1088;0,9841;0,990
0,366676;-0,0086;0,1068;0,9728;0,979
0,370739;-0,0103;0,1049;0,9654;0,971
0,374930;-0,0145;0,1026;0,9621;0,968
0,380809;-0,0162;0,0995;0,9557;0,961
0,382515;-0,0244;0,1009;0,9474;0,953
0,386550;-0,0622;0,1137;0,9346;0,944
0,390617;-0,0644;0,1140;0,9507;0,960
0,395458;-0,0386;0,1116;0,9411;0,948
0,398386;-0,0199;0,1111;0,9191;0,926
0,402799;-0,0277;0,1039;0,9202;0,926
0,408046;-0,0422;0,0952;0,9284;0,934
0,412436;-0,0345;0,0870;0,9251;0,930
0,415371;-0,0208;0,0887;0,9196;0,924
0,419216;-0,0203;0,0906;0,9294;0,934
0,423620;-0,0201;0,0893;0,9461;0,951
0,428248;-0,0180;0,0919;0,9570;0,962
0,430753;-0,0162;0,0930;0,9672;0,972
0,436209;-0,0128;0,0895;0,9816;0,986
0,438450;-0,0106;0,0861;0,9952;0,999
0,441860;-0,0030;0,0824;1,0081;1,011
0,446607;0,0053;0,0777;1,0151;1,018
0,450221;0,0110;0,0743;1,0207;1,023
0,453940;0,0147;0,0739;1,0210;1,024
0,457877;0,0154;0,0751;1,0227;1,026
0,463434;0,0118;0,0796;1,0248;1,028
0,465798;0,0077;0,0845;1,0228;1,026
0,470089;0,0079;0,0874;1,0193;1,023
0,474015;0,0037;0,0861;1,0160;1,020
0,478145;-0,0036;0,0847;1,0106;1,014
0,481758;-0,0129;0,0811;1,0034;1,007
0,485640;-0,0196;0,0832;0,9965;1,000
0,490089;-0,0219;0,0858;0,9917;0,996
0,504047;-0,0190;0,0917;0,9913;0,996
0,505263;-0,0157;0,0978;0,9931;0,998
0,505767;-0,0152;0,0997;0,9942;0,999
0,508281;-0,0146;0,0993;1,0001;1,005
0,509906;-0,0187;0,0999;1,0051;1,010
0,516697;-0,0215;0,1005;1,0059;1,011
0,517679;-0,0215;0,1048;1,0051;1,011
0,522107;-0,0209;0,1103;1,0047;1,011
0,525502;-0,0198;0,1101;1,0065;1,013
0,530207;-0,0231;0,1101;1,0100;1,016
0,533397;-0,0258;0,1083;1,0106;1,017
0,537329;-0,0274;0,1066;1,0028;1,009
0,541327;-0,0262;0,1053;0,9986;1,004
0,545542;-0,0255;0,1063;0,9977;1,004
0,549254;-0,0217;0,1068;1,0002;1,006
0,553446;-0,0197;0,1056;1,0039;1,010
0,557110;-0,0182;0,1061;1,0047;1,010
0,561648;-0,0197;0,1056;1,0046;1,010
0,566465;-0,0214;0,1041;1,0056;1,011
0,569047;-0,0230;0,1049;1,0048;1,011
0,573408;-0,0206;0,1067;1,0031;1,009
0,578718;-0,0186;0,1078;1,0033;1,009
0,581460;-0,0209;0,1061;1,0019;1,008
0,586249;-0,0214;0,1071;0,9992;1,005
0,589856;-0,0191;0,1074;0,9956;1,002
0,595635;-0,0196;0,1083;0,9895;0,996
0,597022;-0,0203;0,1077;0,9888;0,995
0,607687;-0,0200;0,1059;0,9885;0,994
0,610977;-0,0180;0,1039;0,9894;0,995
0,611339;-0,0168;0,1018;0,9869;0,992
0,613630;-0,0192;0,0994;0,9862;0,991
0,620544;-0,0221;0,0988;0,9868;0,992
0,620981;-0,0237;0,0983;0,9886;0,994
0,625112;-0,0254;0,0968;0,9921;0,997
0,629888;-0,0221;0,0990;0,9898;0,995
0,633062;-0,0201;0,1012;0,9866;0,992
0,637420;-0,0187;0,1005;0,9886;0,994
0,640774;-0,0172;0,0977;0,9935;0,998
0,654536;-0,0200;0,0944;0,9999;1,005
0,656576;-0,0205;0,0924;1,0033;1,008
0,657187;-0,0204;0,0921;1,0039;1,008
0,657569;-0,0218;0,0928;1,0026;1,007
0,670879;-0,0197;0,0922;1,0002;1,005
0,672252;-0,0179;0,0930;0,9971;1,002
0,672705;-0,0140;0,0937;0,9949;0,999
0,687708;-0,0118;0,0974;0,9938;0,999
0,688925;-0,0097;0,0995;0,9932;0,998
0,689287;-0,0098;0,0984;0,9903;0,995
0,689554;-0,0098;0,0952;0,9893;0,994
0,690518;-0,0105;0,0932;0,9877;0,992
0,700739;-0,0103;0,0924;0,9844;0,989
0,701626;-0,0109;0,0931;0,9855;0,990
0,701861;-0,0103;0,0947;0,9894;0,994
0,704285;-0,0104;0,0959;0,9886;0,993
0,709240;-0,0081;0,0966;0,9887;0,993
0,712726;-0,0090;0,0959;0,9885;0,993
0,716541;-0,0106;0,0936;0,9886;0,993
0,720031;-0,0106;0,0926;0,9873;0,992
0,724030;-0,0093;0,0909;0,9834;0,988
0,729220;-0,0072;0,0912;0,9850;0,989
0,732968;-0,0101;0,0903;0,9878;0,992
0,735756;-0,0115;0,0893;0,9867;0,991
0,739935;-0,0116;0,0881;0,9858;0,990
0,744695;-0,0105;0,0885;0,9838;0,988
0,747858;-0,0094;0,0911;0,9838;0,988
0,754607;-0,0102;0,0921;0,9877;0,992
0,757581;-0,0113;0,0926;0,9980;1,002
0,763154;-0,0126;0,0932;1,0033;1,008
0,765764;-0,0098;0,0940;1,0021;1,007
0,767793;-0,0056;0,0937;1,0024;1,007
0,772049;-0,0068;0,0907;1,0044;1,008
0,777185;-0,0124;0,0889;1,0045;1,008
0,781053;-0,0158;0,0894;1,0042;1,008
0,784983;-0,0172;0,0921;1,0031;1,007
0,787591;-0,0173;0,0951;1,0008;1,005
0,798728;-0,0188;0,0980;1,0008;1,006
0,805270;-0,0190;0,0999;1,0034;1,009
0,805552;-0,0184;0,0983;1,0037;1,009
0,805759;-0,0170;0,0967;1,0020;1,007
0,812401;-0,0165;0,0970;0,9994;1,004
0,813201;-0,0168;0,0994;0,9966;1,002
0,815239;-0,0178;0,1014;0,9965;1,002
0,819158;-0,0165;0,1034;0,9957;1,001
0,823315;-0,0173;0,1060;0,9951;1,001
0,827568;-0,0172;0,1080;0,9962;1,002
0,833478;-0,0147;0,1057;0,9971;1,003
0,835239;-0,0131;0,1049;0,9962;1,002
0,839224;-0,0107;0,1029;0,9937;0,999
0,843475;-0,0096;0,1017;0,9904;0,996
0,847348;-0,0102;0,1005;0,9913;0,996
0,851521;-0,0114;0,1012;0,9906;0,996
0,856070;-0,0123;0,1007;0,9890;0,994
0,860354;-0,0100;0,0984;0,9900;0,995
0,863293;-0,0138;0,0944;0,9956;1,000
0,867246;-0,0158;0,0923;0,9939;0,998
0,870975;-0,0166;0,0902;0,9899;0,994
0,876592;-0,0170;0,0935;0,9815;0,986
0,879464;-0,0146;0,0943;0,9792;0,984
0,883202;-0,0113;0,0941;0,9786;0,983
0,886926;-0,0100;0,0931;0,9772;0,982
0,890815;-0,0054;0,0926;0,9746;0,979
0,894923;-0,0050;0,0926;0,9715;0,976
0,898927;-0,0055;0,0904;0,9692;0,973
0,902566;-0,0042;0,0904;0,9676;0,972
0,906918;-0,0047;0,0870;0,9686;0,973
0,919201;-0,0030;0,0867;0,9658;0,970
0,920641;0,0015;0,0890;0,9612;0,965
0,921030;0,0044;0,0897;0,9586;0,963
0,923546;0,0025;0,0926;0,9569;0,961
0,942876;-0,0037;0,0922;0,9544;0,959
0,943901;-0,0128;0,0928;0,9617;0,966
0,944199;-0,0352;0,0909;0,9441;0,949
0,944417;-0,0873;0,0958;0,9348;0,944
0,944634;-0,1351;0,1202;0,9559;0,973
0,946592;-0,1327;0,1368;0,9783;0,997
0,950418;-0,0955;0,1443;0,9770;0,992
0,954509;-0,0567;0,1364;0,9568;0,968
0,960172;-0,0455;0,1203;0,9580;0,967
0,962598;-0,0626;0,0977;0,9758;0,983
0,967848;-0,0839;0,0892;0,9862;0,994
0,970784;-0,0828;0,0944;0,9890;0,997
0,974000;-0,0885;0,1069;1,0019;1,011
0,978655;-0,1072;0,1313;1,0407;1,054
0,981974;-0,1191;0,1347;1,0593;1,074
0,985960;-0,1050;0,1283;1,0663;1,079
0,993831;-0,0765;0,1256;1,0606;1,071
0,995206;-0,0488;0,1187;1,0478;1,056
0,998145;-0,0454;0,1083;1,0434;1,050
1,001860;-0,0486;0,0980;1,0424;1,048
1,005787;-0,0411;0,0914;1,0425;1,047
1,010614;-0,0282;0,0901;1,0384;1,043
1,013892;-0,0173;0,0889;1,0360;1,040
1,017696;-0,0114;0,0872;1,0334;1,037
1,022853;-0,0121;0,0836;1,0352;1,039
1,027195;-0,0120;0,0804;1,0378;1,041
1,030428;-0,0098;0,0788;1,0436;1,047
1,033779;-0,0048;0,0768;1,0433;1,046
1,037746;0,0003;0,0746;1,0387;1,041
1,043349;0,0047;0,0715;1,0352;1,038
1,045649;0,0098;0,0665;1,0273;1,030
1,049479;0,0178;0,0645;1,0237;1,026
1,053546;0,0210;0,0655;1,0214;1,024
1,057645;0,0245;0,0659;1,0233;1,026
1,062213;0,0255;0,0666;1,0205;1,023
1,067798;0,0252;0,0641;1,0166;1,019
1,071313;0,0254;0,0632;1,0080;1,010
1,073419;0,0249;0,0631;1,0018;1,004
1,085730;0,0215;0,0616;0,9940;0,996
1,086946;0,0184;0,0613;0,9866;0,989
1,087266;0,0187;0,0628;0,9819;0,984
1,089499;0,0194;0,0660;0,9745;0,977
1,102450;0,0194;0,0697;0,9721;0,975
1,103352;0,0236;0,0687;0,9695;0,972
1,103680;0,0274;0,0672;0,9688;0,971
1,106365;0,0303;0,0691;0,9702;0,973
1,115621;0,0304;0,0694;0,9681;0,971
1,116617;0,0314;0,0727;0,9701;0,973
1,117001;0,0319;0,0738;0,9734;0,977
1,121402;0,0288;0,0772;0,9797;0,983
1,127791;0,0297;0,0769;0,9873;0,991
1,130643;0,0268;0,0774;0,9941;0,997
1,135384;0,0246;0,0778;0,9968;1,000
1,137146;0,0219;0,0777;0,9966;1,000
1,141173;0,0187;0,0790;0,9979;1,001
1,145142;0,0149;0,0823;1,0009;1,004
1,150893;0,0103;0,0878;1,0021;1,006
1,152655;0,0143;0,0948;0,9995;1,004
1,156806;0,0160;0,0979;1,0005;1,005
1,160760;0,0090;0,0929;0,9985;1,003
1,164701;0,0013;0,0876;0,9934;0,997
1,168562;-0,0049;0,0843;0,9895;0,993
1,173038;-0,0128;0,0861;0,9831;0,987
1,176912;-0,0202;0,0883;0,9771;0,981
1,180615;-0,0302;0,0919;0,9710;0,976
1,184515;-0,0413;0,0979;0,9631;0,969
1,188804;-0,0546;0,1053;0,9577;0,965
1,202608;-0,0694;0,1110;0,9562;0,965
1,203549;-0,0773;0,1137;0,9595;0,969
1,203936;-0,0780;0,1163;0,9665;0,977
1,204594;-0,0795;0,1203;0,9680;0,979
1,220238;-0,0809;0,1219;0,9673;0,978
1,221414;-0,0885;0,1243;0,9676;0,980
1,221880;-0,0884;0,1263;0,9714;0,984
1,222322;-0,0902;0,1282;0,9704;0,983
1,224388;-0,0916;0,1283;0,9638;0,977
1,234988;-0,0934;0,1276;0,9607;0,974
1,236472;-0,0911;0,1253;0,9682;0,981
1,236946;-0,0875;0,1222;0,9745;0,986
1,240439;-0,0818;0,1186;0,9804;0,991
1,247344;-0,0722;0,1147;0,9843;0,994
1,251062;-0,0613;0,1102;0,9874;0,995
1,252073;-0,0521;0,1052;0,9900;0,997
1,256219;-0,0394;0,0978;0,9937;0,999
1,262493;-0,0300;0,0922;0,9996;1,004
1,263991;-0,0192;0,0851;1,0037;1,007
1,267965;-0,0097;0,0777;1,0111;1,014
1,272867;-0,0031;0,0738;1,0180;1,021
1,276354;0,0030;0,0703;1,0211;1,024
1,280615;0,0071;0,0672;1,0235;1,026
1,283875;0,0118;0,0671;1,0293;1,032
1,288460;0,0176;0,0712;1,0345;1,037
1,293408;0,0295;0,0721;1,0333;1,036
1,296436;0,0405;0,0691;1,0359;1,039
1,299740;0,0365;0,0604;1,0403;1,043
1,304267;0,0302;0,0555;1,0360;1,038
1,310186;0,0238;0,0547;1,0287;1,030
1,312433;0,0171;0,0552;1,0230;1,025
1,315573;0,0163;0,0590;1,0186;1,020
1,319864;0,0163;0,0658;1,0119;1,014
1,324035;0,0136;0,0682;1,0096;1,012
1,328907;0,0089;0,0675;1,0064;1,009
1,331579;0,0201;0,0586;1,0103;1,012
1,335656;0,0503;0,0591;1,0292;1,032
1,339624;0,0507;0,0591;1,0284;1,031
1,353206;0,0414;0,0593;1,0165;1,019
1,354436;0,0325;0,0666;1,0145;1,017
1,354915;0,0372;0,0766;1,0165;1,020
1,355313;0,0394;0,0821;1,0132;1,017
1,376566;0,0307;0,0847;1,0104;1,014
1,377687;0,0142;0,0831;1,0098;1,013
1,378068;-0,0079;0,0847;1,0062;1,010
1,378481;-0,0237;0,0912;1,0005;1,005
1,379155;-0,0324;0,0982;0,9955;1,001
1,379484;-0,0374;0,1081;0,9923;0,999
1,383451;-0,0488;0,1159;0,9886;0,997
1,389225;-0,0612;0,1188;0,9852;0,994
1,393891;-0,0717;0,1229;0,9824;0,993
1,397501;-0,0769;0,1276;0,9785;0,990
1,401826;-0,0809;0,1345;0,9776;0,990
1,403282;-0,0855;0,1414;0,9753;0,989
1,409477;-0,0894;0,1431;0,9756;0,990
1,415508;-0,0916;0,1421;0,9770;0,991
1,416775;-0,0944;0,1405;0,9736;0,988
1,418951;-0,0946;0,1400;0,9683;0,983
1,423023;-0,0906;0,1373;0,9615;0,975
1,428223;-0,0837;0,1333;0,9581;0,971
1,431529;-0,0801;0,1309;0,9569;0,969
1,434925;-0,0806;0,1249;0,9583;0,970
1,439004;-0,0821;0,1198;0,9595;0,970
1,443169;-0,0815;0,1142;0,9661;0,976
1,446628;-0,0757;0,1089;0,9735;0,982
1,450468;-0,0688;0,1065;0,9752;0,983
1,454911;-0,0590;0,1004;0,9761;0,983
1,459928;-0,0514;0,0961;0,9762;0,982
1,462935;-0,0445;0,0905;0,9783;0,984
1,468442;-0,0391;0,0879;0,9846;0,989
1,470388;-0,0313;0,0853;0,9902;0,994
1,476317;-0,0170;0,0844;0,9970;1,001
1,478910;-0,0051;0,0797;1,0063;1,009
1,482909;0,0006;0,0768;1,0136;1,017
1,486491;0,0059;0,0696;1,0187;1,021
1,501982;0,0094;0,0668;1,0234;1,026
1,503138;0,0131;0,0643;1,0253;1,027
1,503446;0,0179;0,0663;1,0297;1,032
1,504671;0,0208;0,0680;1,0295;1,032
1,520312;0,0238;0,0687;1,0296;1,032
1,521238;0,0264;0,0683;1,0249;1,028
1,522583;0,0298;0,0723;1,0206;1,024
1,522933;0,0306;0,0735;1,0150;1,018
1,523482;0,0280;0,0745;1,0100;1,013
1,532031;0,0219;0,0757;1,0060;1,009
1,533492;0,0204;0,0762;1,0029;1,006
1,534045;0,0200;0,0772;0,9987;1,002
1,556729;0,0172;0,0809;0,9938;0,997
1,557540;0,0090;0,0806;0,9866;0,990
1,557803;0,0039;0,0814;0,9853;0,989
1,558040;-0,0016;0,0819;0,9848;0,988
1,566981;-0,0059;0,0848;0,9891;0,993
1,567495;-0,0092;0,0875;0,9895;0,993
1,569174;-0,0126;0,0896;0,9872;0,991
1,569774;-0,0149;0,0932;0,9878;0,992
1,571271;-0,0168;0,0955;0,9872;0,992
1,573803;-0,0173;0,0977;0,9894;0,994
1,578770;-0,0173;0,0993;0,9899;0,995
1,582073;-0,0155;0,1021;0,9937;0,999
1,585943;-0,0036;0,1055;1,0014;1,007
1,589598;0,0068;0,1044;1,0076;1,013
1,596733;0,0063;0,1030;1,0064;1,012
1,599232;0,0022;0,1005;0,9988;1,004
1,602087;0,0011;0,0998;0,9950;1,000
1,608823;0,0005;0,1010;0,9962;1,001
1,609695;0,0041;0,1025;1,0069;1,012
1,618690;0,0071;0,0998;1,0203;1,025
1,619854;0,0105;0,0961;1,0354;1,040
1,621892;0,0157;0,0909;1,0511;1,055
1,630141;0,0185;0,0875;1,0568;1,061
1,631438;0,0223;0,0875;1,0567;1,061
1,639200;0,0250;0,0923;1,0481;1,052
1,639544;0,0277;0,0982;1,0374;1,042
1,642628;0,0321;0,1031;1,0238;1,029
1,645242;0,0291;0,1039;1,0187;1,024
1,649094;0,0245;0,1032;1,0209;1,026
1,655824;0,0224;0,1009;1,0225;1,028
1,657484;0,0109;0,0938;1,0219;1,026
1,660857;-0,0109;0,0781;1,0155;1,019
1,665061;-0,0294;0,0653;1,0118;1,014
1,668980;-0,0475;0,0497;1,0122;1,015
1,672745;-0,0689;0,0141;1,0215;1,024
1,677034;-0,0853;-0,0146;1,0389;1,042
1,680922;-0,0576;0,0112;1,0557;1,057
1,685176;0,0034;0,0791;1,0640;1,067
1,689011;0,0589;0,1456;1,0632;1,075
1,692822;0,1057;0,2015;1,0415;1,066
1,696730;0,1236;0,2187;1,0243;1,055
1,700628;0,1106;0,2117;0,9916;1,020
1,708583;0,0713;0,1778;0,9500;0,969
1,709712;0,0335;0,1470;0,9357;0,948
1,713638;0,0012;0,1267;0,9271;0,936
1,716708;-0,0251;0,1196;0,9238;0,932
1,720911;-0,0333;0,1193;0,9259;0,934
1,725161;-0,0301;0,1192;0,9348;0,943
1,728565;-0,0272;0,1187;0,9487;0,957
1,732636;-0,0270;0,1156;0,9636;0,971
1,736428;-0,0227;0,1107;0,9746;0,981
1,742044;-0,0181;0,1110;0,9775;0,984
1,744328;-0,0118;0,1165;0,9815;0,988
1,748454;-0,0098;0,1186;0,9852;0,992
1,752371;-0,0092;0,1196;0,9881;0,995
1,756292;-0,0113;0,1180;0,9882;0,995
1,760797;-0,0135;0,1166;0,9829;0,990
1,764235;-0,0138;0,1161;0,9781;0,985
1,771424;-0,0139;0,1151;0,9715;0,978
1,772891;-0,0114;0,1130;0,9671;0,974
1,781239;-0,0103;0,1135;0,9690;0,976
1,782577;-0,0090;0,1133;0,9738;0,980
1,788926;-0,0108;0,1127;0,9772;0,984
1,802518;-0,0132;0,1138;0,9791;0,986
1,803556;-0,0153;0,1130;0,9823;0,989
1,803919;-0,0153;0,1102;0,9864;0,993
1,804344;-0,0136;0,1110;0,9940;1,000
1,804730;-0,0108;0,1117;1,0000;1,006
1,813347;-0,0049;0,1135;0,9987;1,005
1,814873;0,0004;0,1127;0,9951;1,001
1,816074;0,0063;0,1120;0,9887;0,995
1,820626;0,0102;0,1136;0,9851;0,992
1,825879;0,0152;0,1177;0,9805;0,988
1,828936;0,0194;0,1218;0,9796;0,987
1,831870;0,0202;0,1251;0,9805;0,989
1,836654;0,0168;0,1264;0,9800;0,988
1,839985;0,0113;0,1252;0,9756;0,984
1,843994;0,0047;0,1214;0,9754;0,983
1,847889;-0,0010;0,1192;0,9816;0,989
1,851554;-0,0065;0,1201;0,9889;0,996
1,855754;-0,0105;0,1212;0,9906;0,998
1,859840;-0,0107;0,1238;0,9861;0,994
1,866006;-0,0094;0,1253;0,9778;0,986
1,867480;-0,0082;0,1251;0,9718;0,980
1,871814;-0,0081;0,1256;0,9680;0,976
1,875521;-0,0091;0,1246;0,9674;0,975
1,879546;-0,0105;0,1224;0,9614;0,969
1,883568;-0,0094;0,1211;0,9587;0,966
1,887577;-0,0081;0,1207;0,9583;0,966
1,900470;-0,0037;0,1202;0,9571;0,965
1,901556;-0,0057;0,1208;0,9572;0,965
1,902121;-0,0069;0,1198;0,9577;0,965
1,903489;-0,0072;0,1213;0,9572;0,965
1,916964;-0,0090;0,1216;0,9640;0,972
1,919922;-0,0127;0,1217;0,9726;0,980
1,920378;-0,0139;0,1223;0,9775;0,985
1,920695;-0,0117;0,1224;0,9789;0,987
1,923155;-0,0075;0,1234;0,9788;0,987
1,930042;-0,0059;0,1252;0,9803;0,988
1,931265;-0,0063;0,1266;0,9843;0,992
1,935694;-0,0070;0,1265;0,9907;0,999
1,939486;-0,0091;0,1277;0,9956;1,004
1,945703;-0,0108;0,1269;0,9978;1,006
1,946899;-0,0132;0,1274;1,0014;1,010
1,951297;-0,0139;0,1268;1,0001;1,008
1,959596;-0,0121;0,1251;0,9964;1,004
1,960431;-0,0137;0,1260;0,9955;1,004
1,962836;-0,0157;0,1250;0,9943;1,002
1,967236;-0,0176;0,1272;0,9969;1,005
1,971064;-0,0200;0,1303;0,9929;1,002
1,976323;-0,0207;0,1331;0,9900;0,999
1,978799;-0,0228;0,1332;0,9906;1,000
1,982838;-0,0250;0,1304;0,9916;1,000
1,987503;-0,0246;0,1247;0,9910;0,999
1,992141;-0,0233;0,1222;0,9856;0,993
1,994876;-0,0225;0,1212;0,9854;0,993
1,998855;-0,0215;0,1229;0,9870;0,995
2,002701;-0,0208;0,1229;0,9910;0,999
2,008752;-0,0187;0,1258;0,9980;1,006
2,011313;-0,0199;0,1251;1,0026;1,011
2,014495;-0,0208;0,1249;1,0035;1,011
2,018604;-0,0189;0,1252;0,9991;1,007
2,026817;-0,0162;0,1272;0,9984;1,007
2,028417;-0,0128;0,1286;0,9988;1,007
2,030686;-0,0074;0,1283;0,9970;1,005
2,034534;-0,0034;0,1285;0,9959;1,004
2,038478;-0,0012;0,1277;0,9929;1,001
2,042914;0,0008;0,1252;0,9924;1,000
2,046486;0,0021;0,1201;0,9913;0,999
2,051407;-0,0004;0,1186;0,9914;0,998
2,054691;-0,0019;0,1168;0,9914;0,998
2,070889;-0,0057;0,1176;0,9925;0,999
2,073134;-0,0085;0,1160;0,9913;0,998
2,073977;-0,0112;0,1142;0,9870;0,994
2,074736;-0,0169;0,1106;0,9857;0,992
2,090517;-0,0196;0,1109;0,9854;0,992
2,091922;-0,0202;0,1128;0,9845;0,991
2,092518;-0,0180;0,1151;0,9860;0,993
2,093031;-0,0154;0,1154;0,9863;0,993
2,094348;-0,0100;0,1159;0,9894;0,996
2,094939;-0,0054;0,1166;0,9955;1,002
2,097927;-0,0019;0,1159;0,9964;1,003
2,108533;0,0046;0,1149;1,0017;1,008
2,109453;0,0099;0,1130;1,0089;1,015
2,110565;0,0074;0,1131;1,0152;1,022
2,113620;0,0037;0,1127;1,0197;1,026
2,117843;0,0006;0,1145;1,0182;1,025
2,121664;-0,0018;0,1150;1,0135;1,020
2,125930;-0,0024;0,1153;1,0092;1,016
2,129662;-0,0009;0,1139;1,0079;1,014
2,133548;0,0018;0,1167;1,0127;1,019
2,137575;0,0060;0,1167;1,0118;1,019
2,142656;0,0045;0,1175;1,0053;1,012
2,145673;-0,0030;0,1189;1,0007;1,008
2,149508;-0,0052;0,1175;1,0007;1,008
2,153790;-0,0059;0,1198;0,9984;1,006
2,158347;-0,0032;0,1211;0,9960;1,003
2,161585;-0,0029;0,1202;0,9909;0,998
2,165583;-0,0055;0,1207;0,9899;0,997
2,169323;-0,0061;0,1214;0,9880;0,995
2,174683;-0,0066;0,1215;0,9849;0,992
2,177207;-0,0040;0,1223;0,9889;0,996
2,183221;-0,0049;0,1258;0,9974;1,005
2,185100;0,0238;0,1210;1,0335;1,041
2,189126;0,0217;0,1109;1,0381;1,044
2,196049;0,0051;0,1062;1,0110;1,017
2,197391;0,0004;0,1084;1,0018;1,008
2,204391;0,0074;0,1134;0,9917;0,998
2,205426;0,0159;0,1131;0,9847;0,991
2,219059;0,0104;0,1088;0,9827;0,989
2,220441;-0,0010;0,1066;0,9763;0,982
2,220986;-0,0070;0,1094;0,9697;0,976
2,221315;-0,0083;0,1145;0,9644;0,971
2,230898;-0,0086;0,1182;0,9663;0,974
2,233059;-0,0092;0,1186;0,9738;0,981
